timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], clocks.current.sm [MHz], power.draw [W], temperature.gpu
2025/09/12 14:36:15.040, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 240 MHz, 12.37 W, 30
2025/09/12 14:36:16.045, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.51 W, 30
2025/09/12 14:36:17.049, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.17 W, 30
2025/09/12 14:36:18.054, 0, 3 %, 20 %, 1404 MiB, 12282 MiB, 210 MHz, 9.38 W, 30
2025/09/12 14:36:19.058, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.73 W, 30
2025/09/12 14:36:20.062, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.27 W, 30
2025/09/12 14:36:21.068, 0, 16 %, 2 %, 2227 MiB, 12282 MiB, 2610 MHz, 15.52 W, 30
2025/09/12 14:36:22.071, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.73 W, 31
2025/09/12 14:36:23.076, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.30 W, 31
2025/09/12 14:36:24.080, 0, 12 %, 3 %, 2613 MiB, 12282 MiB, 2610 MHz, 33.97 W, 31
2025/09/12 14:36:25.085, 0, 0 %, 1 %, 2619 MiB, 12282 MiB, 2610 MHz, 36.04 W, 32
2025/09/12 14:36:26.088, 0, 0 %, 1 %, 2619 MiB, 12282 MiB, 2610 MHz, 31.20 W, 32
2025/09/12 14:36:27.091, 0, 0 %, 1 %, 2619 MiB, 12282 MiB, 690 MHz, 31.73 W, 31
2025/09/12 14:36:28.095, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 405 MHz, 16.92 W, 31
2025/09/12 14:36:29.098, 0, 3 %, 11 %, 1404 MiB, 12282 MiB, 255 MHz, 15.60 W, 31
2025/09/12 14:36:30.101, 0, 4 %, 20 %, 1404 MiB, 12282 MiB, 210 MHz, 10.47 W, 31
2025/09/12 14:36:31.106, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.00 W, 30
2025/09/12 14:36:32.110, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.40 W, 30
2025/09/12 14:36:33.115, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.98 W, 30
2025/09/12 14:36:34.120, 0, 3 %, 20 %, 1404 MiB, 12282 MiB, 210 MHz, 8.33 W, 30
2025/09/12 14:36:35.123, 0, 3 %, 20 %, 1404 MiB, 12282 MiB, 210 MHz, 8.43 W, 30
2025/09/12 14:36:36.129, 0, 18 %, 5 %, 2025 MiB, 12282 MiB, 2610 MHz, 12.80 W, 30
2025/09/12 14:36:37.132, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 32.15 W, 31
2025/09/12 14:36:38.137, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 30.97 W, 31
2025/09/12 14:36:39.140, 0, 13 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.28 W, 32
2025/09/12 14:36:41.313, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 30.78 W, 32
2025/09/12 14:36:42.318, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.63 W, 32
2025/09/12 14:36:43.323, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.79 W, 32
2025/09/12 14:36:44.328, 0, 0 %, 9 %, 1404 MiB, 12282 MiB, 540 MHz, 24.90 W, 31
2025/09/12 14:36:45.337, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 315 MHz, 15.83 W, 31
2025/09/12 14:36:46.349, 0, 3 %, 20 %, 1404 MiB, 12282 MiB, 210 MHz, 12.07 W, 31
2025/09/12 14:36:47.355, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.23 W, 31
2025/09/12 14:36:48.363, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.40 W, 30
2025/09/12 14:36:49.368, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.85 W, 30
2025/09/12 14:36:50.372, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.32 W, 30
2025/09/12 14:36:51.376, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.66 W, 30
2025/09/12 14:36:52.382, 0, 2 %, 2 %, 2227 MiB, 12282 MiB, 2610 MHz, 21.83 W, 31
2025/09/12 14:36:53.385, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.49 W, 32
2025/09/12 14:36:54.388, 0, 8 %, 1 %, 2307 MiB, 12282 MiB, 2610 MHz, 30.88 W, 32
2025/09/12 14:36:55.391, 0, 4 %, 1 %, 2685 MiB, 12282 MiB, 2610 MHz, 35.93 W, 33
2025/09/12 14:36:56.395, 0, 0 %, 1 %, 2687 MiB, 12282 MiB, 2610 MHz, 36.92 W, 35
2025/09/12 14:36:57.398, 0, 0 %, 1 %, 2687 MiB, 12282 MiB, 2610 MHz, 31.79 W, 32
2025/09/12 14:36:58.401, 0, 0 %, 5 %, 2687 MiB, 12282 MiB, 675 MHz, 28.94 W, 32
2025/09/12 14:36:59.404, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 390 MHz, 16.08 W, 31
2025/09/12 14:37:00.412, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 255 MHz, 13.03 W, 31
2025/09/12 14:37:01.417, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.05 W, 31
2025/09/12 14:37:02.421, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.35 W, 31
2025/09/12 14:37:03.426, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.88 W, 31
2025/09/12 14:37:04.431, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.27 W, 31
2025/09/12 14:37:05.436, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.54 W, 31
2025/09/12 14:37:06.442, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.15 W, 31
2025/09/12 14:37:07.447, 0, 13 %, 2 %, 2125 MiB, 12282 MiB, 2610 MHz, 16.43 W, 31
2025/09/12 14:37:08.451, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.37 W, 32
2025/09/12 14:37:09.454, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 30.54 W, 32
2025/09/12 14:37:10.458, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.63 W, 32
2025/09/12 14:37:11.462, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.49 W, 32
2025/09/12 14:37:12.465, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.60 W, 32
2025/09/12 14:37:14.621, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 30.86 W, 32
2025/09/12 14:37:15.626, 0, 1 %, 9 %, 1404 MiB, 12282 MiB, 465 MHz, 20.46 W, 31
2025/09/12 14:37:16.630, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 300 MHz, 15.77 W, 31
2025/09/12 14:37:17.637, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 11.77 W, 31
2025/09/12 14:37:18.644, 0, 3 %, 20 %, 1404 MiB, 12282 MiB, 210 MHz, 9.20 W, 31
2025/09/12 14:37:19.649, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.64 W, 31
2025/09/12 14:37:20.656, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.17 W, 31
2025/09/12 14:37:21.660, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.59 W, 31
2025/09/12 14:37:22.665, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.24 W, 31
2025/09/12 14:37:23.671, 0, 11 %, 2 %, 2227 MiB, 12282 MiB, 2610 MHz, 18.48 W, 32
2025/09/12 14:37:24.674, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 30.39 W, 32
2025/09/12 14:37:25.677, 0, 9 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 30.78 W, 32
2025/09/12 14:37:26.680, 0, 5 %, 1 %, 2685 MiB, 12282 MiB, 2610 MHz, 36.01 W, 32
2025/09/12 14:37:27.684, 0, 0 %, 1 %, 2687 MiB, 12282 MiB, 2610 MHz, 40.03 W, 32
2025/09/12 14:37:28.688, 0, 0 %, 1 %, 2687 MiB, 12282 MiB, 2610 MHz, 30.89 W, 32
2025/09/12 14:37:29.691, 0, 1 %, 9 %, 1404 MiB, 12282 MiB, 660 MHz, 25.84 W, 32
2025/09/12 14:37:30.696, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 420 MHz, 16.08 W, 31
2025/09/12 14:37:31.700, 0, 2 %, 18 %, 1404 MiB, 12282 MiB, 270 MHz, 12.92 W, 31
2025/09/12 14:37:32.705, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.36 W, 31
2025/09/12 14:37:33.711, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.73 W, 31
2025/09/12 14:37:34.720, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.29 W, 31
2025/09/12 14:37:35.727, 0, 3 %, 20 %, 1404 MiB, 12282 MiB, 210 MHz, 8.59 W, 31
2025/09/12 14:37:36.734, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.20 W, 31
2025/09/12 14:37:37.740, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.20 W, 31
2025/09/12 14:37:38.745, 0, 8 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 18.98 W, 32
2025/09/12 14:37:39.749, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 30.32 W, 32
2025/09/12 14:37:40.753, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 30.73 W, 32
2025/09/12 14:37:41.756, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 32.34 W, 32
2025/09/12 14:37:42.759, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.42 W, 32
2025/09/12 14:37:43.764, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 30.64 W, 32
2025/09/12 14:37:44.767, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 690 MHz, 30.48 W, 32
2025/09/12 14:37:45.771, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 420 MHz, 16.47 W, 31
2025/09/12 14:37:47.950, 0, 3 %, 9 %, 1404 MiB, 12282 MiB, 270 MHz, 15.93 W, 31
2025/09/12 14:37:48.953, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 10.97 W, 31
2025/09/12 14:37:49.957, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.52 W, 31
2025/09/12 14:37:50.961, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.32 W, 31
2025/09/12 14:37:51.966, 0, 4 %, 19 %, 1404 MiB, 12282 MiB, 210 MHz, 8.79 W, 31
2025/09/12 14:37:52.970, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.38 W, 31
2025/09/12 14:37:53.973, 0, 4 %, 20 %, 1404 MiB, 12282 MiB, 210 MHz, 9.16 W, 31
2025/09/12 14:37:54.978, 0, 16 %, 2 %, 2227 MiB, 12282 MiB, 2610 MHz, 15.81 W, 32
2025/09/12 14:37:55.981, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 30.53 W, 32
2025/09/12 14:37:56.984, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 30.89 W, 32
2025/09/12 14:37:57.986, 0, 5 %, 1 %, 2695 MiB, 12282 MiB, 2610 MHz, 36.92 W, 33
2025/09/12 14:37:58.993, 0, 0 %, 1 %, 2697 MiB, 12282 MiB, 2610 MHz, 37.44 W, 33
2025/09/12 14:37:59.998, 0, 0 %, 1 %, 2697 MiB, 12282 MiB, 2610 MHz, 30.34 W, 32
2025/09/12 14:38:01.003, 0, 1 %, 9 %, 2697 MiB, 12282 MiB, 615 MHz, 20.94 W, 32
2025/09/12 14:38:02.009, 0, 2 %, 11 %, 1404 MiB, 12282 MiB, 390 MHz, 16.48 W, 31
2025/09/12 14:38:03.013, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 240 MHz, 13.14 W, 31
2025/09/12 14:38:04.018, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.66 W, 31
2025/09/12 14:38:05.022, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.27 W, 31
2025/09/12 14:38:06.028, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.73 W, 31
2025/09/12 14:38:07.034, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.27 W, 31
2025/09/12 14:38:08.039, 0, 3 %, 19 %, 1404 MiB, 12282 MiB, 210 MHz, 9.16 W, 31
2025/09/12 14:38:09.042, 0, 4 %, 20 %, 1404 MiB, 12282 MiB, 210 MHz, 8.55 W, 31
2025/09/12 14:38:10.046, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 24.31 W, 32
2025/09/12 14:38:11.049, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.20 W, 32
2025/09/12 14:38:12.053, 0, 20 %, 2 %, 2367 MiB, 12282 MiB, 2610 MHz, 32.53 W, 32
2025/09/12 14:38:13.055, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.80 W, 32
2025/09/12 14:38:14.058, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 30.74 W, 32
2025/09/12 14:38:15.062, 0, 0 %, 1 %, 1404 MiB, 12282 MiB, 2610 MHz, 30.57 W, 32
2025/09/12 14:38:16.068, 0, 0 %, 9 %, 1404 MiB, 12282 MiB, 570 MHz, 27.97 W, 33
2025/09/12 14:38:17.071, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 360 MHz, 16.58 W, 32
2025/09/12 14:38:18.075, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 240 MHz, 12.61 W, 31
2025/09/12 14:38:19.079, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.34 W, 31
2025/09/12 14:38:21.270, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.35 W, 31
2025/09/12 14:38:22.278, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.94 W, 31
2025/09/12 14:38:23.282, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.36 W, 31
2025/09/12 14:38:24.287, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.97 W, 31
2025/09/12 14:38:25.292, 0, 9 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 19.46 W, 32
2025/09/12 14:38:26.298, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 30.64 W, 32
2025/09/12 14:38:27.301, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.24 W, 32
2025/09/12 14:38:28.304, 0, 16 %, 3 %, 2615 MiB, 12282 MiB, 2610 MHz, 35.37 W, 34
2025/09/12 14:38:29.308, 0, 0 %, 1 %, 2615 MiB, 12282 MiB, 2610 MHz, 37.18 W, 33
2025/09/12 14:38:30.311, 0, 0 %, 1 %, 2615 MiB, 12282 MiB, 2610 MHz, 30.61 W, 33
2025/09/12 14:38:31.315, 0, 0 %, 9 %, 2615 MiB, 12282 MiB, 645 MHz, 23.62 W, 32
2025/09/12 14:38:32.320, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 375 MHz, 16.31 W, 32
2025/09/12 14:38:33.325, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 240 MHz, 13.80 W, 32
2025/09/12 14:38:34.330, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.77 W, 31
2025/09/12 14:38:35.337, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.26 W, 31
2025/09/12 14:38:36.341, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.57 W, 31
2025/09/12 14:38:37.346, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.14 W, 31
2025/09/12 14:38:38.350, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.20 W, 31
2025/09/12 14:38:39.354, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.60 W, 31
2025/09/12 14:38:40.358, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 22.65 W, 32
2025/09/12 14:38:41.360, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.31 W, 33
2025/09/12 14:38:42.363, 0, 9 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 32.13 W, 33
2025/09/12 14:38:43.367, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.86 W, 33
2025/09/12 14:38:44.369, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 30.58 W, 33
2025/09/12 14:38:45.373, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 30.45 W, 33
2025/09/12 14:38:46.375, 0, 0 %, 9 %, 1404 MiB, 12282 MiB, 540 MHz, 25.50 W, 32
2025/09/12 14:38:47.379, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 345 MHz, 16.40 W, 32
2025/09/12 14:38:48.385, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 225 MHz, 11.39 W, 32
2025/09/12 14:38:49.390, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.36 W, 32
2025/09/12 14:38:50.395, 0, 3 %, 19 %, 1404 MiB, 12282 MiB, 210 MHz, 8.47 W, 32
2025/09/12 14:38:51.400, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.11 W, 31
2025/09/12 14:38:52.409, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.43 W, 31
2025/09/12 14:38:54.550, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.88 W, 31
2025/09/12 14:38:55.556, 0, 12 %, 12 %, 1935 MiB, 12282 MiB, 2610 MHz, 10.29 W, 31
2025/09/12 14:38:56.559, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.16 W, 33
2025/09/12 14:38:57.562, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.33 W, 33
2025/09/12 14:38:58.565, 0, 17 %, 2 %, 2367 MiB, 12282 MiB, 2610 MHz, 32.20 W, 33
2025/09/12 14:38:59.569, 0, 6 %, 1 %, 2691 MiB, 12282 MiB, 2610 MHz, 36.44 W, 33
2025/09/12 14:39:00.574, 0, 0 %, 1 %, 2693 MiB, 12282 MiB, 2610 MHz, 38.18 W, 33
2025/09/12 14:39:01.577, 0, 0 %, 1 %, 2693 MiB, 12282 MiB, 2610 MHz, 30.60 W, 33
2025/09/12 14:39:02.580, 0, 1 %, 9 %, 1404 MiB, 12282 MiB, 585 MHz, 21.20 W, 32
2025/09/12 14:39:03.583, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 375 MHz, 16.51 W, 32
2025/09/12 14:39:04.589, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 240 MHz, 12.42 W, 32
2025/09/12 14:39:05.594, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.34 W, 32
2025/09/12 14:39:06.601, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.71 W, 32
2025/09/12 14:39:07.607, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.25 W, 32
2025/09/12 14:39:08.611, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.13 W, 32
2025/09/12 14:39:09.615, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.57 W, 32
2025/09/12 14:39:10.618, 0, 4 %, 19 %, 1415 MiB, 12282 MiB, 2610 MHz, 8.31 W, 32
2025/09/12 14:39:11.627, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.35 W, 33
2025/09/12 14:39:12.630, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.53 W, 33
2025/09/12 14:39:13.633, 0, 21 %, 2 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.88 W, 33
2025/09/12 14:39:14.639, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 30.55 W, 33
2025/09/12 14:39:15.642, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 30.55 W, 33
2025/09/12 14:39:16.645, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.18 W, 33
2025/09/12 14:39:17.648, 0, 1 %, 9 %, 1404 MiB, 12282 MiB, 495 MHz, 23.14 W, 32
2025/09/12 14:39:18.653, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 315 MHz, 15.34 W, 32
2025/09/12 14:39:19.658, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 10.76 W, 32
2025/09/12 14:39:20.663, 0, 3 %, 20 %, 1404 MiB, 12282 MiB, 210 MHz, 8.59 W, 32
2025/09/12 14:39:21.671, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.22 W, 32
2025/09/12 14:39:22.681, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.31 W, 32
2025/09/12 14:39:23.687, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.76 W, 32
2025/09/12 14:39:24.691, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.33 W, 32
2025/09/12 14:39:25.696, 0, 21 %, 4 %, 2227 MiB, 12282 MiB, 2610 MHz, 14.75 W, 32
2025/09/12 14:39:27.845, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.80 W, 33
2025/09/12 14:39:28.848, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.60 W, 33
2025/09/12 14:39:29.853, 0, 14 %, 4 %, 2689 MiB, 12282 MiB, 2610 MHz, 35.40 W, 34
2025/09/12 14:39:30.857, 0, 6 %, 1 %, 2691 MiB, 12282 MiB, 2610 MHz, 40.01 W, 33
2025/09/12 14:39:31.860, 0, 0 %, 1 %, 2691 MiB, 12282 MiB, 2610 MHz, 36.35 W, 33
2025/09/12 14:39:32.866, 0, 0 %, 2 %, 2691 MiB, 12282 MiB, 780 MHz, 31.42 W, 33
2025/09/12 14:39:33.870, 0, 1 %, 9 %, 1404 MiB, 12282 MiB, 495 MHz, 18.35 W, 32
2025/09/12 14:39:34.874, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 315 MHz, 15.74 W, 32
2025/09/12 14:39:35.879, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 12.42 W, 32
2025/09/12 14:39:36.883, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.06 W, 32
2025/09/12 14:39:37.891, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.59 W, 32
2025/09/12 14:39:38.896, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.23 W, 32
2025/09/12 14:39:39.899, 0, 4 %, 19 %, 1404 MiB, 12282 MiB, 210 MHz, 8.69 W, 32
2025/09/12 14:39:40.903, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.59 W, 32
2025/09/12 14:39:41.907, 0, 14 %, 2 %, 2065 MiB, 12282 MiB, 2610 MHz, 16.14 W, 32
2025/09/12 14:39:42.910, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 32.35 W, 33
2025/09/12 14:39:43.914, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.36 W, 33
2025/09/12 14:39:44.919, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.57 W, 33
2025/09/12 14:39:45.923, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 30.86 W, 33
2025/09/12 14:39:46.926, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.50 W, 33
2025/09/12 14:39:47.929, 0, 0 %, 1 %, 2367 MiB, 12282 MiB, 2610 MHz, 31.83 W, 33
2025/09/12 14:39:48.932, 0, 1 %, 9 %, 1404 MiB, 12282 MiB, 480 MHz, 21.63 W, 32
2025/09/12 14:39:49.941, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 300 MHz, 15.21 W, 32
2025/09/12 14:39:50.957, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 11.77 W, 32
2025/09/12 14:39:51.961, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.26 W, 32
2025/09/12 14:39:52.966, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.37 W, 32
2025/09/12 14:39:53.972, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.85 W, 32
2025/09/12 14:39:54.979, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.43 W, 32
2025/09/12 14:39:55.989, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 8.90 W, 32
2025/09/12 14:39:56.995, 0, 3 %, 2 %, 2227 MiB, 12282 MiB, 2610 MHz, 22.15 W, 33
2025/09/12 14:39:57.999, 0, 0 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 31.52 W, 33
2025/09/12 14:39:59.003, 0, 2 %, 1 %, 2227 MiB, 12282 MiB, 2610 MHz, 30.96 W, 33
2025/09/12 14:40:01.061, 0, 17 %, 3 %, 2615 MiB, 12282 MiB, 2610 MHz, 34.47 W, 38
2025/09/12 14:40:02.065, 0, 0 %, 1 %, 2615 MiB, 12282 MiB, 2610 MHz, 36.32 W, 34
2025/09/12 14:40:03.071, 0, 0 %, 1 %, 2615 MiB, 12282 MiB, 2610 MHz, 31.88 W, 33
2025/09/12 14:40:04.073, 0, 0 %, 9 %, 2615 MiB, 12282 MiB, 660 MHz, 28.59 W, 33
2025/09/12 14:40:05.076, 0, 2 %, 9 %, 1404 MiB, 12282 MiB, 420 MHz, 15.70 W, 32
2025/09/12 14:40:06.080, 0, 3 %, 9 %, 1404 MiB, 12282 MiB, 270 MHz, 14.37 W, 32
2025/09/12 14:40:07.083, 0, 4 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.04 W, 32
2025/09/12 14:40:08.088, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.44 W, 32
2025/09/12 14:40:09.091, 0, 3 %, 18 %, 1404 MiB, 12282 MiB, 210 MHz, 9.07 W, 32
