timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], clocks.current.sm [MHz], power.draw [W], temperature.gpu
2025/09/12 13:41:24.984, 0, 5 %, 22 %, 1298 MiB, 12282 MiB, 210 MHz, 8.09 W, 29
2025/09/12 13:41:25.988, 0, 3 %, 22 %, 1293 MiB, 12282 MiB, 210 MHz, 7.90 W, 29
2025/09/12 13:41:26.993, 0, 3 %, 20 %, 1293 MiB, 12282 MiB, 210 MHz, 8.55 W, 29
2025/09/12 13:41:27.998, 0, 3 %, 20 %, 1277 MiB, 12282 MiB, 210 MHz, 9.09 W, 29
2025/09/12 13:41:29.005, 0, 0 %, 1 %, 1254 MiB, 12282 MiB, 2610 MHz, 28.09 W, 30
2025/09/12 13:41:30.009, 0, 0 %, 1 %, 1272 MiB, 12282 MiB, 2610 MHz, 30.20 W, 30
2025/09/12 13:41:31.012, 0, 1 %, 1 %, 1272 MiB, 12282 MiB, 2610 MHz, 30.24 W, 30
2025/09/12 13:41:32.017, 0, 0 %, 8 %, 1268 MiB, 12282 MiB, 435 MHz, 22.46 W, 30
2025/09/12 13:41:33.022, 0, 3 %, 9 %, 1272 MiB, 12282 MiB, 270 MHz, 15.96 W, 30
2025/09/12 13:41:34.028, 0, 17 %, 22 %, 1283 MiB, 12282 MiB, 210 MHz, 13.83 W, 29
2025/09/12 13:41:35.036, 0, 10 %, 15 %, 1286 MiB, 12282 MiB, 210 MHz, 8.08 W, 29
2025/09/12 13:41:36.042, 0, 10 %, 16 %, 1282 MiB, 12282 MiB, 210 MHz, 8.29 W, 29
2025/09/12 13:41:37.047, 0, 15 %, 21 %, 1282 MiB, 12282 MiB, 210 MHz, 8.99 W, 29
2025/09/12 13:41:38.052, 0, 10 %, 15 %, 1281 MiB, 12282 MiB, 210 MHz, 9.20 W, 29
2025/09/12 13:41:39.056, 0, 7 %, 16 %, 1340 MiB, 12282 MiB, 225 MHz, 9.20 W, 29
2025/09/12 13:41:40.062, 0, 9 %, 23 %, 1339 MiB, 12282 MiB, 225 MHz, 8.04 W, 29
2025/09/12 13:41:41.066, 0, 9 %, 21 %, 1353 MiB, 12282 MiB, 210 MHz, 8.65 W, 29
2025/09/12 13:41:42.071, 0, 0 %, 1 %, 1355 MiB, 12282 MiB, 2610 MHz, 28.01 W, 30
2025/09/12 13:41:43.077, 0, 1 %, 1 %, 1352 MiB, 12282 MiB, 2610 MHz, 31.92 W, 31
2025/09/12 13:41:44.081, 0, 0 %, 1 %, 1364 MiB, 12282 MiB, 2610 MHz, 31.13 W, 31
2025/09/12 13:41:45.084, 0, 1 %, 5 %, 1361 MiB, 12282 MiB, 525 MHz, 27.07 W, 31
2025/09/12 13:41:46.087, 0, 4 %, 8 %, 1347 MiB, 12282 MiB, 345 MHz, 15.78 W, 30
2025/09/12 13:41:47.092, 0, 5 %, 20 %, 1340 MiB, 12282 MiB, 225 MHz, 13.09 W, 30
2025/09/12 13:41:48.096, 0, 4 %, 25 %, 1355 MiB, 12282 MiB, 210 MHz, 9.13 W, 30
2025/09/12 13:41:49.100, 0, 7 %, 20 %, 1348 MiB, 12282 MiB, 210 MHz, 8.35 W, 30
2025/09/12 13:41:50.103, 0, 4 %, 19 %, 1336 MiB, 12282 MiB, 210 MHz, 8.03 W, 30
2025/09/12 13:41:51.108, 0, 4 %, 18 %, 1333 MiB, 12282 MiB, 210 MHz, 8.75 W, 30
2025/09/12 13:41:53.100, 0, 4 %, 17 %, 1333 MiB, 12282 MiB, 210 MHz, 9.23 W, 30
2025/09/12 13:41:54.104, 0, 4 %, 17 %, 1302 MiB, 12282 MiB, 210 MHz, 8.98 W, 29
2025/09/12 13:41:55.110, 0, 4 %, 19 %, 1292 MiB, 12282 MiB, 210 MHz, 8.23 W, 30
2025/09/12 13:41:56.115, 0, 4 %, 18 %, 1292 MiB, 12282 MiB, 210 MHz, 7.99 W, 29
2025/09/12 13:41:57.121, 0, 4 %, 15 %, 1292 MiB, 12282 MiB, 210 MHz, 8.75 W, 30
2025/09/12 13:41:58.126, 0, 4 %, 17 %, 1314 MiB, 12282 MiB, 210 MHz, 9.35 W, 30
2025/09/12 13:41:59.131, 0, 6 %, 18 %, 1314 MiB, 12282 MiB, 210 MHz, 8.88 W, 29
2025/09/12 13:42:00.137, 0, 7 %, 17 %, 1304 MiB, 12282 MiB, 210 MHz, 8.15 W, 30
2025/09/12 13:42:01.146, 0, 3 %, 16 %, 1304 MiB, 12282 MiB, 210 MHz, 8.07 W, 30
2025/09/12 13:42:02.152, 0, 3 %, 14 %, 1304 MiB, 12282 MiB, 210 MHz, 8.83 W, 29
2025/09/12 13:42:03.157, 0, 3 %, 17 %, 1314 MiB, 12282 MiB, 210 MHz, 9.40 W, 30
2025/09/12 13:42:04.161, 0, 3 %, 16 %, 1314 MiB, 12282 MiB, 210 MHz, 8.88 W, 30
2025/09/12 13:42:05.166, 0, 6 %, 15 %, 1310 MiB, 12282 MiB, 210 MHz, 8.18 W, 30
2025/09/12 13:42:06.170, 0, 4 %, 14 %, 1314 MiB, 12282 MiB, 210 MHz, 8.27 W, 30
2025/09/12 13:42:07.175, 0, 4 %, 21 %, 1342 MiB, 12282 MiB, 210 MHz, 9.15 W, 30
2025/09/12 13:42:08.184, 0, 12 %, 25 %, 1342 MiB, 12282 MiB, 210 MHz, 9.36 W, 29
2025/09/12 13:42:09.189, 0, 10 %, 19 %, 1343 MiB, 12282 MiB, 210 MHz, 8.74 W, 29
2025/09/12 13:42:10.195, 0, 2 %, 1 %, 1338 MiB, 12282 MiB, 2610 MHz, 14.89 W, 30
2025/09/12 13:42:11.200, 0, 0 %, 0 %, 1337 MiB, 12282 MiB, 2610 MHz, 31.01 W, 31
2025/09/12 13:42:12.203, 0, 0 %, 1 %, 1316 MiB, 12282 MiB, 2610 MHz, 31.52 W, 31
2025/09/12 13:42:13.206, 0, 1 %, 1 %, 1305 MiB, 12282 MiB, 525 MHz, 30.53 W, 31
2025/09/12 13:42:14.212, 0, 1 %, 7 %, 1303 MiB, 12282 MiB, 330 MHz, 19.34 W, 30
2025/09/12 13:42:15.215, 0, 8 %, 11 %, 1339 MiB, 12282 MiB, 225 MHz, 15.59 W, 30
2025/09/12 13:42:16.218, 0, 4 %, 15 %, 1345 MiB, 12282 MiB, 210 MHz, 14.50 W, 30
2025/09/12 13:42:17.222, 0, 6 %, 17 %, 1340 MiB, 12282 MiB, 210 MHz, 9.13 W, 30
2025/09/12 13:42:18.227, 0, 4 %, 17 %, 1315 MiB, 12282 MiB, 210 MHz, 9.06 W, 30
2025/09/12 13:42:19.232, 0, 5 %, 17 %, 1312 MiB, 12282 MiB, 210 MHz, 8.34 W, 30
2025/09/12 13:42:20.236, 0, 4 %, 17 %, 1305 MiB, 12282 MiB, 210 MHz, 8.02 W, 30
2025/09/12 13:42:21.241, 0, 4 %, 16 %, 1293 MiB, 12282 MiB, 210 MHz, 8.61 W, 30
2025/09/12 13:42:22.245, 0, 3 %, 16 %, 1319 MiB, 12282 MiB, 210 MHz, 9.26 W, 30
2025/09/12 13:42:23.250, 0, 7 %, 19 %, 1317 MiB, 12282 MiB, 210 MHz, 9.10 W, 30
2025/09/12 13:42:24.255, 0, 3 %, 15 %, 1305 MiB, 12282 MiB, 210 MHz, 8.22 W, 30
2025/09/12 13:42:26.269, 0, 4 %, 14 %, 1305 MiB, 12282 MiB, 210 MHz, 8.09 W, 30
2025/09/12 13:42:27.275, 0, 3 %, 15 %, 1305 MiB, 12282 MiB, 210 MHz, 8.73 W, 30
2025/09/12 13:42:28.281, 0, 3 %, 16 %, 1305 MiB, 12282 MiB, 210 MHz, 9.29 W, 30
2025/09/12 13:42:29.287, 0, 3 %, 22 %, 1306 MiB, 12282 MiB, 210 MHz, 8.69 W, 30
2025/09/12 13:42:30.294, 0, 8 %, 28 %, 1346 MiB, 12282 MiB, 210 MHz, 8.11 W, 30
2025/09/12 13:42:31.300, 0, 3 %, 14 %, 1341 MiB, 12282 MiB, 210 MHz, 8.13 W, 30
2025/09/12 13:42:32.310, 0, 4 %, 16 %, 1332 MiB, 12282 MiB, 210 MHz, 8.79 W, 30
2025/09/12 13:42:33.316, 0, 4 %, 16 %, 1333 MiB, 12282 MiB, 210 MHz, 9.28 W, 30
2025/09/12 13:42:34.327, 0, 4 %, 15 %, 1331 MiB, 12282 MiB, 210 MHz, 8.86 W, 30
2025/09/12 13:42:35.331, 0, 4 %, 17 %, 1304 MiB, 12282 MiB, 210 MHz, 8.25 W, 30
2025/09/12 13:42:36.335, 0, 7 %, 17 %, 1304 MiB, 12282 MiB, 210 MHz, 8.38 W, 30
2025/09/12 13:42:37.341, 0, 3 %, 16 %, 1295 MiB, 12282 MiB, 210 MHz, 9.06 W, 30
2025/09/12 13:42:38.346, 0, 3 %, 16 %, 1295 MiB, 12282 MiB, 210 MHz, 9.34 W, 30
2025/09/12 13:42:39.352, 0, 5 %, 17 %, 1305 MiB, 12282 MiB, 210 MHz, 8.78 W, 30
2025/09/12 13:42:40.357, 0, 3 %, 15 %, 1311 MiB, 12282 MiB, 210 MHz, 8.25 W, 30
2025/09/12 13:42:41.363, 0, 5 %, 28 %, 1315 MiB, 12282 MiB, 210 MHz, 8.40 W, 30
2025/09/12 13:42:42.367, 0, 8 %, 21 %, 1327 MiB, 12282 MiB, 210 MHz, 8.88 W, 30
2025/09/12 13:42:43.374, 0, 4 %, 15 %, 1328 MiB, 12282 MiB, 210 MHz, 9.20 W, 30
2025/09/12 13:42:44.377, 0, 3 %, 14 %, 1320 MiB, 12282 MiB, 210 MHz, 8.65 W, 30
2025/09/12 13:42:45.382, 0, 7 %, 17 %, 1310 MiB, 12282 MiB, 210 MHz, 8.02 W, 30
2025/09/12 13:42:46.391, 0, 4 %, 16 %, 1316 MiB, 12282 MiB, 210 MHz, 8.67 W, 30
2025/09/12 13:42:47.397, 0, 4 %, 25 %, 1305 MiB, 12282 MiB, 210 MHz, 9.26 W, 30
2025/09/12 13:42:48.401, 0, 5 %, 15 %, 1333 MiB, 12282 MiB, 210 MHz, 9.01 W, 30
2025/09/12 13:42:49.404, 0, 5 %, 16 %, 1324 MiB, 12282 MiB, 210 MHz, 8.62 W, 30
2025/09/12 13:42:50.408, 0, 5 %, 17 %, 1316 MiB, 12282 MiB, 210 MHz, 8.23 W, 30
2025/09/12 13:42:51.412, 0, 7 %, 18 %, 1312 MiB, 12282 MiB, 210 MHz, 8.84 W, 30
2025/09/12 13:42:52.416, 0, 3 %, 16 %, 1307 MiB, 12282 MiB, 210 MHz, 9.43 W, 30
2025/09/12 13:42:53.421, 0, 3 %, 16 %, 1283 MiB, 12282 MiB, 210 MHz, 9.24 W, 30
2025/09/12 13:42:54.426, 0, 3 %, 16 %, 1288 MiB, 12282 MiB, 210 MHz, 8.55 W, 30
2025/09/12 13:42:55.432, 0, 7 %, 18 %, 1302 MiB, 12282 MiB, 210 MHz, 8.40 W, 30
2025/09/12 13:42:56.438, 0, 4 %, 16 %, 1302 MiB, 12282 MiB, 210 MHz, 8.98 W, 30
2025/09/12 13:42:57.444, 0, 4 %, 16 %, 1300 MiB, 12282 MiB, 210 MHz, 9.37 W, 30
2025/09/12 13:42:59.403, 0, 3 %, 16 %, 1291 MiB, 12282 MiB, 210 MHz, 8.98 W, 30
2025/09/12 13:43:00.410, 0, 3 %, 16 %, 1288 MiB, 12282 MiB, 210 MHz, 8.25 W, 30
2025/09/12 13:43:01.417, 0, 3 %, 16 %, 1276 MiB, 12282 MiB, 210 MHz, 8.24 W, 30
2025/09/12 13:43:02.423, 0, 3 %, 17 %, 1276 MiB, 12282 MiB, 210 MHz, 8.89 W, 30
2025/09/12 13:43:03.429, 0, 3 %, 16 %, 1276 MiB, 12282 MiB, 210 MHz, 9.33 W, 30
2025/09/12 13:43:04.433, 0, 3 %, 16 %, 1276 MiB, 12282 MiB, 210 MHz, 8.90 W, 30
2025/09/12 13:43:05.441, 0, 3 %, 16 %, 1276 MiB, 12282 MiB, 210 MHz, 8.27 W, 30
2025/09/12 13:43:06.449, 0, 3 %, 16 %, 1276 MiB, 12282 MiB, 210 MHz, 8.37 W, 30
2025/09/12 13:43:07.455, 0, 3 %, 16 %, 1280 MiB, 12282 MiB, 210 MHz, 9.02 W, 30
2025/09/12 13:43:08.461, 0, 4 %, 15 %, 1294 MiB, 12282 MiB, 210 MHz, 9.39 W, 30
2025/09/12 13:43:09.466, 0, 4 %, 16 %, 1297 MiB, 12282 MiB, 210 MHz, 8.81 W, 30
2025/09/12 13:43:10.472, 0, 4 %, 17 %, 1297 MiB, 12282 MiB, 210 MHz, 8.15 W, 30
2025/09/12 13:43:11.476, 0, 4 %, 16 %, 1292 MiB, 12282 MiB, 210 MHz, 8.52 W, 30
2025/09/12 13:43:12.479, 0, 5 %, 20 %, 1292 MiB, 12282 MiB, 210 MHz, 9.18 W, 30
2025/09/12 13:43:13.482, 0, 3 %, 26 %, 1316 MiB, 12282 MiB, 210 MHz, 8.90 W, 30
2025/09/12 13:43:14.487, 0, 5 %, 21 %, 1323 MiB, 12282 MiB, 210 MHz, 8.47 W, 30
2025/09/12 13:43:15.492, 0, 5 %, 26 %, 1320 MiB, 12282 MiB, 210 MHz, 7.83 W, 30
2025/09/12 13:43:16.497, 0, 6 %, 17 %, 1306 MiB, 12282 MiB, 210 MHz, 8.27 W, 30
2025/09/12 13:43:17.501, 0, 6 %, 22 %, 1311 MiB, 12282 MiB, 210 MHz, 9.24 W, 30
2025/09/12 13:43:18.504, 0, 4 %, 25 %, 1308 MiB, 12282 MiB, 210 MHz, 8.85 W, 30
2025/09/12 13:43:19.508, 0, 7 %, 24 %, 1331 MiB, 12282 MiB, 210 MHz, 8.36 W, 30
2025/09/12 13:43:20.512, 0, 4 %, 16 %, 1330 MiB, 12282 MiB, 210 MHz, 8.05 W, 30
2025/09/12 13:43:21.516, 0, 54 %, 49 %, 1361 MiB, 12282 MiB, 240 MHz, 9.12 W, 30
2025/09/12 13:43:22.521, 0, 3 %, 21 %, 1360 MiB, 12282 MiB, 240 MHz, 9.16 W, 30
2025/09/12 13:43:23.527, 0, 9 %, 33 %, 1357 MiB, 12282 MiB, 2610 MHz, 8.95 W, 30
2025/09/12 13:43:24.531, 0, 1 %, 1 %, 1340 MiB, 12282 MiB, 2610 MHz, 28.89 W, 31
2025/09/12 13:43:25.535, 0, 0 %, 0 %, 1337 MiB, 12282 MiB, 2610 MHz, 30.21 W, 31
2025/09/12 13:43:26.538, 0, 0 %, 1 %, 1318 MiB, 12282 MiB, 2610 MHz, 31.01 W, 31
2025/09/12 13:43:27.542, 0, 0 %, 8 %, 1317 MiB, 12282 MiB, 420 MHz, 24.89 W, 30
2025/09/12 13:43:28.548, 0, 2 %, 9 %, 1303 MiB, 12282 MiB, 270 MHz, 15.51 W, 30
2025/09/12 13:43:29.553, 0, 8 %, 12 %, 1288 MiB, 12282 MiB, 2610 MHz, 15.38 W, 30
2025/09/12 13:43:30.556, 0, 2 %, 1 %, 1289 MiB, 12282 MiB, 2610 MHz, 30.23 W, 31
2025/09/12 13:43:32.527, 0, 0 %, 1 %, 1273 MiB, 12282 MiB, 2610 MHz, 31.28 W, 31
2025/09/12 13:43:33.531, 0, 1 %, 1 %, 1273 MiB, 12282 MiB, 2610 MHz, 31.63 W, 31
2025/09/12 13:43:34.536, 0, 5 %, 12 %, 1273 MiB, 12282 MiB, 405 MHz, 18.85 W, 30
2025/09/12 13:43:35.540, 0, 5 %, 11 %, 1284 MiB, 12282 MiB, 270 MHz, 15.00 W, 30
2025/09/12 13:43:36.545, 0, 3 %, 16 %, 1284 MiB, 12282 MiB, 210 MHz, 11.22 W, 30
2025/09/12 13:43:37.552, 0, 3 %, 20 %, 1284 MiB, 12282 MiB, 210 MHz, 8.87 W, 30
2025/09/12 13:43:38.557, 0, 5 %, 21 %, 1303 MiB, 12282 MiB, 210 MHz, 9.31 W, 30
2025/09/12 13:43:39.563, 0, 10 %, 19 %, 1310 MiB, 12282 MiB, 210 MHz, 8.78 W, 30
2025/09/12 13:43:40.567, 0, 11 %, 20 %, 1308 MiB, 12282 MiB, 210 MHz, 8.44 W, 30
2025/09/12 13:43:41.573, 0, 11 %, 19 %, 1299 MiB, 12282 MiB, 210 MHz, 8.24 W, 30
2025/09/12 13:43:42.586, 0, 12 %, 19 %, 1325 MiB, 12282 MiB, 210 MHz, 9.08 W, 30
2025/09/12 13:43:43.590, 0, 10 %, 16 %, 1326 MiB, 12282 MiB, 210 MHz, 9.45 W, 30
2025/09/12 13:43:44.595, 0, 10 %, 17 %, 1327 MiB, 12282 MiB, 210 MHz, 8.67 W, 30
2025/09/12 13:43:45.600, 0, 44 %, 43 %, 1385 MiB, 12282 MiB, 210 MHz, 8.67 W, 30
2025/09/12 13:43:46.604, 0, 19 %, 24 %, 1380 MiB, 12282 MiB, 210 MHz, 8.77 W, 30
2025/09/12 13:43:47.608, 0, 7 %, 16 %, 1374 MiB, 12282 MiB, 210 MHz, 9.26 W, 30
2025/09/12 13:43:48.611, 0, 5 %, 18 %, 1372 MiB, 12282 MiB, 210 MHz, 9.32 W, 30
2025/09/12 13:43:49.615, 0, 5 %, 17 %, 1372 MiB, 12282 MiB, 210 MHz, 8.57 W, 30
2025/09/12 13:43:50.618, 0, 3 %, 18 %, 1367 MiB, 12282 MiB, 210 MHz, 8.20 W, 30
2025/09/12 13:43:51.623, 0, 7 %, 19 %, 1372 MiB, 12282 MiB, 210 MHz, 8.89 W, 30
2025/09/12 13:43:52.627, 0, 5 %, 19 %, 1372 MiB, 12282 MiB, 210 MHz, 9.34 W, 30
2025/09/12 13:43:53.631, 0, 4 %, 16 %, 1368 MiB, 12282 MiB, 210 MHz, 9.03 W, 30
2025/09/12 13:43:54.637, 0, 3 %, 18 %, 1348 MiB, 12282 MiB, 210 MHz, 8.37 W, 30
2025/09/12 13:43:55.643, 0, 3 %, 16 %, 1346 MiB, 12282 MiB, 210 MHz, 8.14 W, 30
2025/09/12 13:43:56.654, 0, 4 %, 16 %, 1339 MiB, 12282 MiB, 210 MHz, 8.87 W, 30
2025/09/12 13:43:57.658, 0, 4 %, 16 %, 1339 MiB, 12282 MiB, 210 MHz, 9.36 W, 30
2025/09/12 13:43:58.662, 0, 3 %, 20 %, 1339 MiB, 12282 MiB, 210 MHz, 8.98 W, 30
2025/09/12 13:43:59.667, 0, 6 %, 18 %, 1347 MiB, 12282 MiB, 210 MHz, 8.26 W, 30
2025/09/12 13:44:00.673, 0, 3 %, 28 %, 1347 MiB, 12282 MiB, 210 MHz, 8.32 W, 30
2025/09/12 13:44:01.679, 0, 6 %, 24 %, 1346 MiB, 12282 MiB, 210 MHz, 8.81 W, 30
2025/09/12 13:44:02.684, 0, 4 %, 21 %, 1345 MiB, 12282 MiB, 210 MHz, 9.10 W, 30
2025/09/12 13:44:03.689, 0, 4 %, 20 %, 1345 MiB, 12282 MiB, 210 MHz, 8.63 W, 30
2025/09/12 13:44:05.735, 0, 4 %, 29 %, 1345 MiB, 12282 MiB, 210 MHz, 7.88 W, 30
2025/09/12 13:44:06.754, 0, 10 %, 23 %, 1377 MiB, 12282 MiB, 210 MHz, 8.26 W, 30
2025/09/12 13:44:07.772, 0, 11 %, 22 %, 1374 MiB, 12282 MiB, 210 MHz, 9.21 W, 30
2025/09/12 13:44:08.779, 0, 4 %, 19 %, 1374 MiB, 12282 MiB, 210 MHz, 9.10 W, 30
2025/09/12 13:44:09.785, 0, 4 %, 16 %, 1368 MiB, 12282 MiB, 210 MHz, 8.56 W, 30
2025/09/12 13:44:10.791, 0, 4 %, 18 %, 1370 MiB, 12282 MiB, 210 MHz, 8.07 W, 30
2025/09/12 13:44:11.800, 0, 10 %, 18 %, 1364 MiB, 12282 MiB, 210 MHz, 8.82 W, 30
2025/09/12 13:44:12.805, 0, 3 %, 16 %, 1355 MiB, 12282 MiB, 210 MHz, 9.06 W, 30
2025/09/12 13:44:13.808, 0, 5 %, 23 %, 1355 MiB, 12282 MiB, 210 MHz, 9.01 W, 30
2025/09/12 13:44:14.813, 0, 2 %, 4 %, 1329 MiB, 12282 MiB, 2610 MHz, 12.02 W, 30
2025/09/12 13:44:15.815, 0, 0 %, 1 %, 1357 MiB, 12282 MiB, 2610 MHz, 30.65 W, 31
2025/09/12 13:44:16.818, 0, 0 %, 1 %, 1344 MiB, 12282 MiB, 2610 MHz, 30.97 W, 31
2025/09/12 13:44:17.821, 0, 0 %, 1 %, 1341 MiB, 12282 MiB, 2610 MHz, 31.63 W, 31
2025/09/12 13:44:18.823, 0, 4 %, 13 %, 1321 MiB, 12282 MiB, 465 MHz, 23.70 W, 31
2025/09/12 13:44:19.827, 0, 2 %, 9 %, 1323 MiB, 12282 MiB, 300 MHz, 14.60 W, 30
2025/09/12 13:44:20.831, 0, 4 %, 26 %, 1302 MiB, 12282 MiB, 210 MHz, 11.64 W, 30
2025/09/12 13:44:21.839, 0, 4 %, 23 %, 1314 MiB, 12282 MiB, 210 MHz, 8.59 W, 30
2025/09/12 13:44:22.851, 0, 3 %, 30 %, 1314 MiB, 12282 MiB, 210 MHz, 9.08 W, 30
2025/09/12 13:44:23.855, 0, 4 %, 28 %, 1305 MiB, 12282 MiB, 210 MHz, 8.64 W, 30
2025/09/12 13:44:24.861, 0, 4 %, 25 %, 1310 MiB, 12282 MiB, 210 MHz, 8.16 W, 30
2025/09/12 13:44:25.867, 0, 4 %, 33 %, 1311 MiB, 12282 MiB, 210 MHz, 8.10 W, 30
2025/09/12 13:44:26.873, 0, 3 %, 32 %, 1305 MiB, 12282 MiB, 210 MHz, 8.78 W, 30
2025/09/12 13:44:27.879, 0, 4 %, 21 %, 1312 MiB, 12282 MiB, 210 MHz, 9.13 W, 30
2025/09/12 13:44:28.885, 0, 3 %, 26 %, 1315 MiB, 12282 MiB, 210 MHz, 8.79 W, 30
2025/09/12 13:44:29.890, 0, 6 %, 32 %, 1297 MiB, 12282 MiB, 210 MHz, 8.20 W, 30
2025/09/12 13:44:30.896, 0, 3 %, 28 %, 1328 MiB, 12282 MiB, 210 MHz, 8.48 W, 30
2025/09/12 13:44:31.903, 0, 5 %, 17 %, 1335 MiB, 12282 MiB, 225 MHz, 9.64 W, 30
2025/09/12 13:44:32.907, 0, 8 %, 17 %, 1326 MiB, 12282 MiB, 210 MHz, 9.69 W, 30
2025/09/12 13:44:33.911, 0, 7 %, 19 %, 1311 MiB, 12282 MiB, 210 MHz, 9.26 W, 30
2025/09/12 13:44:34.917, 0, 5 %, 16 %, 1305 MiB, 12282 MiB, 210 MHz, 8.33 W, 30
2025/09/12 13:44:35.923, 0, 6 %, 17 %, 1302 MiB, 12282 MiB, 210 MHz, 8.57 W, 30
2025/09/12 13:44:36.929, 0, 8 %, 19 %, 1292 MiB, 12282 MiB, 210 MHz, 9.28 W, 30
2025/09/12 13:44:38.947, 0, 4 %, 21 %, 1288 MiB, 12282 MiB, 210 MHz, 9.00 W, 30
2025/09/12 13:44:39.954, 0, 5 %, 23 %, 1288 MiB, 12282 MiB, 210 MHz, 8.44 W, 30
2025/09/12 13:44:40.963, 0, 11 %, 26 %, 1318 MiB, 12282 MiB, 210 MHz, 8.28 W, 30
2025/09/12 13:44:41.971, 0, 4 %, 14 %, 1316 MiB, 12282 MiB, 210 MHz, 8.73 W, 30
2025/09/12 13:44:42.974, 0, 4 %, 16 %, 1312 MiB, 12282 MiB, 210 MHz, 9.29 W, 30
2025/09/12 13:44:43.978, 0, 9 %, 20 %, 1323 MiB, 12282 MiB, 210 MHz, 9.59 W, 30
2025/09/12 13:44:44.983, 0, 5 %, 17 %, 1324 MiB, 12282 MiB, 210 MHz, 8.98 W, 30
2025/09/12 13:44:45.987, 0, 5 %, 16 %, 1312 MiB, 12282 MiB, 210 MHz, 8.42 W, 30
2025/09/12 13:44:46.991, 0, 5 %, 14 %, 1290 MiB, 12282 MiB, 210 MHz, 8.72 W, 30
2025/09/12 13:44:47.995, 0, 6 %, 17 %, 1320 MiB, 12282 MiB, 210 MHz, 9.36 W, 30
2025/09/12 13:44:49.003, 0, 14 %, 27 %, 1324 MiB, 12282 MiB, 210 MHz, 9.52 W, 30
2025/09/12 13:44:50.007, 0, 6 %, 16 %, 1330 MiB, 12282 MiB, 210 MHz, 8.77 W, 30
2025/09/12 13:44:51.017, 0, 3 %, 16 %, 1330 MiB, 12282 MiB, 210 MHz, 8.27 W, 30
2025/09/12 13:44:52.025, 0, 4 %, 17 %, 1362 MiB, 12282 MiB, 210 MHz, 8.96 W, 30
2025/09/12 13:44:53.031, 0, 4 %, 22 %, 1354 MiB, 12282 MiB, 210 MHz, 9.33 W, 30
2025/09/12 13:44:54.036, 0, 4 %, 16 %, 1328 MiB, 12282 MiB, 210 MHz, 8.95 W, 30
2025/09/12 13:44:55.041, 0, 1 %, 1 %, 1297 MiB, 12282 MiB, 2610 MHz, 23.69 W, 31
2025/09/12 13:44:56.045, 0, 1 %, 1 %, 1306 MiB, 12282 MiB, 2610 MHz, 31.03 W, 31
2025/09/12 13:44:57.049, 0, 1 %, 1 %, 1279 MiB, 12282 MiB, 2610 MHz, 31.85 W, 31
2025/09/12 13:44:58.053, 0, 2 %, 1 %, 1288 MiB, 12282 MiB, 600 MHz, 31.69 W, 31
2025/09/12 13:44:59.056, 0, 4 %, 11 %, 1287 MiB, 12282 MiB, 390 MHz, 20.79 W, 30
2025/09/12 13:45:00.061, 0, 2 %, 12 %, 1280 MiB, 12282 MiB, 255 MHz, 15.33 W, 30
2025/09/12 13:45:01.065, 0, 21 %, 19 %, 1271 MiB, 12282 MiB, 2610 MHz, 16.07 W, 30
2025/09/12 13:45:02.068, 0, 0 %, 1 %, 1262 MiB, 12282 MiB, 2610 MHz, 31.59 W, 31
2025/09/12 13:45:03.072, 0, 0 %, 1 %, 1276 MiB, 12282 MiB, 2610 MHz, 31.73 W, 31
2025/09/12 13:45:04.077, 0, 0 %, 1 %, 1275 MiB, 12282 MiB, 2610 MHz, 30.78 W, 31
2025/09/12 13:45:05.080, 0, 0 %, 7 %, 1285 MiB, 12282 MiB, 510 MHz, 25.56 W, 31
2025/09/12 13:45:06.084, 0, 2 %, 9 %, 1281 MiB, 12282 MiB, 330 MHz, 15.44 W, 30
2025/09/12 13:45:07.087, 0, 5 %, 21 %, 1267 MiB, 12282 MiB, 210 MHz, 13.86 W, 30
2025/09/12 13:45:08.092, 0, 3 %, 18 %, 1263 MiB, 12282 MiB, 210 MHz, 9.31 W, 30
2025/09/12 13:45:09.095, 0, 4 %, 21 %, 1263 MiB, 12282 MiB, 210 MHz, 8.53 W, 30
2025/09/12 13:45:10.100, 0, 5 %, 23 %, 1253 MiB, 12282 MiB, 210 MHz, 8.07 W, 30
2025/09/12 13:45:12.183, 0, 5 %, 23 %, 1261 MiB, 12282 MiB, 210 MHz, 8.55 W, 30
2025/09/12 13:45:13.201, 0, 10 %, 22 %, 1265 MiB, 12282 MiB, 210 MHz, 9.31 W, 30
2025/09/12 13:45:14.219, 0, 7 %, 22 %, 1270 MiB, 12282 MiB, 210 MHz, 9.24 W, 30
2025/09/12 13:45:15.237, 0, 5 %, 20 %, 1270 MiB, 12282 MiB, 210 MHz, 8.58 W, 30
2025/09/12 13:45:16.240, 0, 8 %, 20 %, 1300 MiB, 12282 MiB, 210 MHz, 8.33 W, 30
2025/09/12 13:45:17.243, 0, 5 %, 20 %, 1297 MiB, 12282 MiB, 210 MHz, 8.76 W, 30
2025/09/12 13:45:18.247, 0, 5 %, 23 %, 1293 MiB, 12282 MiB, 210 MHz, 9.31 W, 30
2025/09/12 13:45:19.251, 0, 1 %, 1 %, 1280 MiB, 12282 MiB, 2610 MHz, 23.00 W, 31
