procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 9366308 696296 10946104    0    0     0    32 1394 1066  0  0 99  0  0
 0  0      0 9357488 696296 10955060    0    0     0     0 1581 1164  0  0 99  0  0
 0  0      0 9348164 696296 10964520    0    0     0   128 1513 1139  0  0 99  0  0
 0  0      0 9337580 696296 10974788    0    0     0     0 1489 1127  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 9326744 696296 10985856    0    0     0     0 1468 1062  0  0 99  0  0
 0  0      0 9315152 696300 10997500    0    0     0    80 1516 1108  0  0 99  0  0
 1  0      0 9306836 696300 11005768    0    0     0     0 1161  877  0  0 99  0  0
 0  0      0 9298016 696300 11014712    0    0     0 98380 1636 1127  0  1 99  0  0
 0  0      0 9288692 696300 11023576    0    0     0     0 1709 1276  1  0 99  0  0
 0  0      0 9278864 696300 11033380    0    0     0     0 1399 1020  0  0 100  0  0
 0  0      0 9268796 696308 11043224    0    0     0    48 1576 1175  0  1 99  0  0
 0  0      0 9260228 696308 11051932    0    0     0     0 1310  978  0  0 99  0  0
 0  0      0 9251408 696308 11060612    0    0     0     0 1393 1011  0  0 100  0  0
 0  0      0 9243596 696308 11068408    0    0     0     0 1310 1049  0  0 99  0  0
 0  0      0 9234776 696308 11077260    0    0     0     0 1456 1084  0  0 99  0  0
 0  0      0 9225200 696312 11086720    0    0     0    32 1427 1045  0  1 99  0  0
 0  0      0 9213356 696312 11097332    0    0     0     0 1785 1282  0  0 99  0  0
 0  0      0 9202268 696312 11108260    0    0     0     0 1554 1150  0  0 99  0  0
 0  0      0 9189920 696312 11120708    0    0     0     0 1615 1162  0  0 99  0  0
 3  0      0 9176312 696312 11134144    0    0     0     0 1797 1667  1  0 99  0  0
 0  0      0 10657108 696316 11137020    0    0     0   180 2159 1270  0  3 97  0  0
 2  0      0 10655232 696316 11137020    0    0     0     0  795  677  0  0 99  0  0
 0  0      0 10655124 696316 11137020    0    0     0     0  952  726  0  1 99  0  0
 0  0      0 10654144 696324 11137024    0    0     0 283416 1280  991  0  1 99  0  0
 1  0      0 10476080 696324 11137024    0    0     0     0 4671 4119  5  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 10525092 696336 11137012    0    0     0    88 2938 3315 10  1 89  0  0
 0  0      0 10524968 696336 11137032    0    0     0     0  817  837  0  0 100  0  0
 0  0      0 10524468 696336 11137032    0    0     0     4 1721 2758  0  0 99  0  0
 0  0      0 10523976 696336 11137128    0    0     0     0  786  718  0  0 100  0  0
 0  0      0 10523976 696336 11137136    0    0     0     0  692  654  0  0 100  0  0
 0  0      0 10523976 696336 11137140    0    0     0    60  701  643  0  0 100  0  0
 0  0      0 10523476 696336 11137140    0    0     0     0 1019  963  1  0 99  0  0
 0  0      0 10523476 696336 11137140    0    0     0     0  791  741  0  0 100  0  0
 0  0      0 10519696 696336 11137148    0    0     0    12 1048  924  1  0 99  0  0
 1  0      0 10519696 696336 11137152    0    0     0     0  787  807  0  0 99  0  0
 0  0      0 10519696 696336 11137156    0    0     0     0  913  742  0  0 99  0  0
 0  0      0 10519444 696336 11137164    0    0     0    40  798  737  0  0 100  0  0
 0  0      0 10519444 696336 11137164    0    0     0     0  663  603  0  0 100  0  0
 0  0      0 10519444 696336 11137168    0    0     0   128  868 1107  0  0 100  0  0
 0  0      0 10638108 696336 11137168    0    0     0     0  648  592  0  0 100  0  0
 0  0      0 10638220 696336 11137176    0    0     0     0  819  702  0  0 100  0  0
 0  0      0 10830300 696336 11137176    0    0     0    72 2030 3378  6  1 93  0  0
 0  0      0 10829160 696336 11137176    0    0     0     0 2166 3675  6  1 93  0  0
 0  0      0 10828656 696336 11137184    0    0     0   172  794  731  0  0 100  0  0
 1  0      0 10737976 696336 11137188    0    0     0     0 1833 1613  2  1 97  0  0
 0  0      0 10710256 696336 11137196    0    0     0     0 1400 1204  1  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 10710256 696344 11137196    0    0     0    28  947  862  0  0 99  0  0
 0  0      0 10710256 696344 11137204    0    0     0     0  986  896  1  0 99  0  0
 0  0      0 10700696 696344 11137204    0    0     0     4 1768 2006  0  1 99  0  0
 1  0      0 10697928 696344 11137172    0    0     0     0 1863 1491  0  1 99  0  0
 0  0      0 10700204 696344 11137176    0    0     0     0 1648 1156  0  0 99  0  0
 0  0      0 10688436 696348 11137180    0    0     0    32 1523 1571  2  0 98  0  0
 0  0      0 10688440 696348 11137184    0    0     0     0  920  789  0  0 99  0  0
 0  0      0 10682900 696348 11137188    0    0     0    92 1504 1697  1  1 99  0  0
 1  0      0 10677680 696348 11137260    0    0     0     0 5198 6738  3  2 95  0  0
 0  0      0 10547536 696348 11137324    0    0     0    88 6888 8282 17  2 81  0  0
 1  0      0 10406004 696356 11137332    0    0     0   128 2538 1563  5  2 92  0  0
 1  0      0 10338468 696356 11137332    0    0     0     0 2461 1366  6  2 92  0  0
 1  0      0 10272192 696360 11137328    0    0     0     0 1976 1222  5  2 93  0  0
 1  0      0 10164020 696360 11137348    0    0     0   116 1986 1131  5  2 93  0  0
 1  0      0 10085744 696360 11137368    0    0     0     0 2499 1532  6  2 92  0  0
 1  0      0 9899404 696368 11137380    0    0     0   148 2204 1818  5  3 92  0  0
 1  0      0 9760332 696376 11137392    0    0     0     0 2477 1044 11  3 86  0  0
 1  0      0 9653008 696376 11137440    0    0     0     0 1633  916  5  2 94  0  0
 1  0      0 9580480 696376 11137464    0    0     0   128 3166 2473 11  2 87  0  0
 1  0      0 9509960 696384 11137720    0    0     0     0 3524 2546  6  3 92  0  0
 1  0      0 9431416 696388 11137692    0    0     0   132 2666 1433  5  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 9341204 696388 11137684    0    0     0     0 1673  968  5  2 93  0  0
 0  0      0 9226068 696388 11137712    0    0     0     0 1762 1056  5  2 93  0  0
 0  0      0 9218760 696388 11144856    0    0     0   880 1982 1663  3  0 96  0  0
 0  0      0 9201908 696388 11156868    0    0     0     0 2468 1931  0  1 99  0  0
 0  0      0 9190820 696392 11167416    0    0     0    80 1957 1437  0  1 99  0  0
 0  0      0 9259140 696392 11174008    0    0     0     0 1172  976  0  0 99  0  0
 0  0      0 9251832 696392 11181144    0    0     0     0 1168 1051  0  0 99  0  0
 3  0      0 9243496 696392 11189160    0    0     0 16452 1107  960  0  0 100  0  0
 0  0      0 9234424 696392 11198324    0    0     0     0 1353 1242  0  0 99  0  0
 0  0      0 9224564 696392 11208020    0    0     0    56 1293 1228  0  0 99  0  0
 0  0      0 9214736 696392 11218076    0    0     0     0 1402 1102  0  0 99  0  0
 0  0      0 9206420 696392 11226068    0    0     0     0 1394 1095  0  0 99  0  0
 0  0      0 9199112 696416 11233464    0    0     0 73704 1370 1242  0  0 99  0  0
 0  0      0 9189756 696416 11243140    0    0     0     0 1270 1154  0  0 100  0  0
 0  0      0 9177068 696420 11254140    0    0     0    56 1546 1384  1  1 99  0  0
 0  0      0 9165476 696420 11265764    0    0     0     0 1457 1255  0  0 99  0  0
 0  0      0 9154892 696420 11276660    0    0     0     0 1541 1181  1  0 99  0  0
 0  0      0 9141788 696420 11289808    0    0     0     0 1806 1325  0  0 99  0  0
 0  0      0 9128684 696420 11302688    0    0     0     0 1669 1217  0  0 99  0  0
 0  0      0 9116840 696424 11314816    0    0     0    32 1646 1192  0  0 99  0  0
 0  0      0 9105248 696424 11326368    0    0     0     0 1488 1107  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 9092396 696424 11339276    0    0     0    88 1688 1214  0  0 99  0  0
 0  0      0 9080048 696424 11351772    0    0     0     0 1712 1215  0  0 99  0  0
 1  0      0 9069968 696424 11361872    0    0     0     0 1405 1053  0  0 99  0  0
 0  0      0 9060656 696428 11370916    0    0     0    44 1537 1109  0  0 99  0  0
 0  0      0 9051332 696428 11380248    0    0     0     0 1446 1023  0  0 100  0  0
 0  0      0 9044276 696428 11387164    0    0     0     0 1233  922  0  0 99  0  0
 0  0      0 9038984 696428 11392620    0    0     0     0 1111  830  0  0 100  0  0
 0  0      0 9032180 696428 11399528    0    0     0     0 1188  859  0  0 99  0  0
 0  0      0 9024620 696436 11406912    0    0     0    32 1494 1243  0  0 99  0  0
 0  0      0 9016556 696436 11415072    0    0     0     0 1304  988  0  0 99  0  0
 0  0      0 9007452 696436 11423984    0    0     0     0 1220  990  0  0 100  0  0
 0  0      0 8997120 696436 11434576    0    0     0     0 1231 1075  0  0 99  0  0
 0  0      0 8985792 696436 11445888    0    0     0     0 1553 1189  0  0 99  0  0
 0  0      0 8973696 696444 11457668    0    0     0    32 1584 1127  0  0 99  0  0
 0  0      0 8966388 696444 11465140    0    0     0     0 1264  949  0  0 100  0  0
 0  0      0 8960088 696444 11471272    0    0     0     0 1205  952  0  0 100  0  0
 1  0      0 8953536 696444 11477960    0    0     0     0 1103  930  0  0 100  0  0
 0  0      0 8946228 696444 11485452    0    0     0 24736 1236 1045  0  0 99  0  0
 0  0      0 8938920 696452 11492332    0    0     0   124 1155  976  0  0 99  0  0
 0  0      0 8931120 696452 11500228    0    0     0     0 1158  938  0  0 99  0  0
 0  0      0 8925828 696452 11506816    0    0     0     0 1154  938  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 8917272 696452 11514904    0    0     0     0 1460 1037  0  0 99  0  0
 1  0      0 8911476 696452 11521048    0    0     0 254648 1528  984  0  1 99  0  0
 0  0      0 8904924 696460 11527488    0    0     0    60 1320  999  0  0 99  0  0
 0  0      0 8899128 696460 11533208    0    0     0     0 1210  932  0  0 100  0  0
 0  0      0 8893332 696460 11539096    0    0     0     0 1140  869  0  0 100  0  0
 0  0      0 8887284 696460 11544632    0    0     0     0 1265  982  0  0 100  0  0
 0  0      0 8880228 696460 11552040    0    0     0     0 1149 1005  0  0 100  0  0
 0  0      0 8873172 696464 11559208    0    0     0    32 1053  975  0  0 100  0  0
 0  0      0 8865108 696464 11567136    0    0     0     0 1042  959  0  0 100  0  0
 0  0      0 8855532 696464 11576712    0    0     0     0 1251 1139  0  0 100  0  0
 0  0      0 8853516 696480 11578636    0    0   396     0 1042  754  0  0 99  0  0
 0  0      0 8846964 696480 11578644    0    0     0    88  989  758  0  0 99  0  0
 0  0      0 8845452 696600 11578656    0    0   108   140 1173 1029  0  0 99  0  0
 0  0      0 8815476 696608 11582808    0    0     0     0 4117 2630  0  1 99  0  0
 0  0      0 8784228 696608 11582816    0    0     0     0 6517 3914  0  1 99  0  0
 0  0      0 8745592 696608 11582824    0    0     0     0 8019 4676  1  1 98  0  0
 0  0      0 8707620 696608 11582824    0    0     0     0 7943 4568  1  1 98  0  0
 0  0      0 8668336 696612 11582828    0    0     0    80 7949 4720  1  1 98  0  0
 0  0      0 8628296 696612 11582832    0    0     0     0 8076 4756  1  1 98  0  0
 0  0      0 8401452 696632 11986776    0    0     0     0 6666 4109  1  6 94  0  0
 0  0      0 8381576 696632 11986776    0    0     0     0 3826 3562  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 8277596 696648 12121840    0    0   548     0 2642 2960  1  2 97  0  0
 2  0      0 7675580 696656 12123640    0    0  1652   132 2383 1380  5  6 89  0  0
 1  0      0 7737272 696672 12216156    0    0 12300     0 2945 2205  3  5 92  0  0
 0  0      0 7668940 696680 12220480    0    0     0     0 5953 4302  1  2 98  0  0
 0  0      0 7638808 696680 12220484    0    0     0     0 6201 4561  1  1 98  0  0
 0  0      0 7567328 696680 12220480    0    0     0     0 6576 4302  1  2 98  0  0
 1  0      0 7524748 696688 12220488    0    0     0   312 5568 3857  1  1 98  0  0
 0  0      0 7436016 696696 12355104    0    0     0     0 3459 2551  1  2 97  0  0
 0  0      0 7400652 696696 12355108    0    0     0     0 5210 4072  1  1 99  0  0
 3  0      0 7326312 696696 12355100    0    0     0     0 5291 4159  1  1 98  0  0
 1  0      0 7151372 696712 12605180    0    0     0     0 5078 4047  1  4 96  0  0
 1  0      0 7250012 696728 12758888    0    0     0 58752 2166 1392  4  3 94  0  0
 1  0      0 8439676 696728 12682584    0    0  3792     0 2792 1287  4  3 93  0  0
 1  0      0 8205108 696728 12682588    0    0     0     0 2790 1205 11  2 86  0  0
 1  0      0 8161516 696728 12682592    0    0     0     0 2004 1091  5  2 93  0  0
 1  0      0 8089204 696728 12682624    0    0     0     0 2885 1977 11  2 87  0  0
 1  0      0 8019912 696744 12682648    0    0     0    80 1700  913  5  2 93  0  0
 1  0      0 7925160 696744 12682656    0    0     0     0 1582  832  5  2 93  0  0
 1  0      0 7821620 696744 12682660    0    0     0     0 1738  959  5  2 94  0  0
 0  0      0 7756352 696744 12682684    0    0     0     0 1351  751  3  1 96  0  0
 1  0      0 7519644 696744 12682688    0    0     0     0 1508 1143  1  3 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 7323308 696748 12762760    0    0     0   304 2892 1576  7  5 88  0  0
 1  0      0 7347388 696748 12762776    0    0     0    88 1663  861  6  1 93  0  0
 1  0      0 8252020 696756 12682688    0    0     0     0 3107 1509 10  3 87  0  0
 2  0      0 8074024 696756 12682692    0    0     0     0 2112 1047  5  2 93  0  0
 1  0      0 8096792 696756 12682700    0    0     0     0 3182 2153 11  2 87  0  0
 1  0      0 8027496 696832 12682644    0    0     0 266188 2239 1093  5  2 92  0  0
 1  0      0 7939048 696832 12682676    0    0     0     0 1573  717  5  1 93  0  0
 1  0      0 7870000 696832 12682684    0    0     0     0 1589  913  5  2 93  0  0
 1  0      0 7770496 696832 12682772    0    0     0     0 2172 1229  5  2 93  0  0
 1  0      0 7733256 696832 12682776    0    0     0     0 1532 1074  1  1 98  0  0
 1  0      0 7346436 696840 12740636    0    0     0 262128 3026 1665  7  6 87  0  0
 1  0      0 7332136 696840 12762816    0    0     0     0 1904 1181  5  1 94  0  0
 1  0      0 8411976 696840 12682816    0    0     0     0 2886 1240 11  3 87  0  0
 1  0      0 8188452 696840 12682808    0    0     0     0 2012 1253  5  2 93  0  0
 0  0      0 8118652 696840 12682812    0    0     0     0 3060 2163 11  2 87  0  0
 1  0      0 8050108 696860 12682800    0    0     0 266296 2090  967  5  2 93  0  0
 1  0      0 7968460 696864 12682844    0    0     0     0 1663  898  5  1 93  0  0
 1  0      0 7871444 696864 12682848    0    0     0     0 1729 1029  5  2 94  0  0
 1  0      0 7778484 696864 12682848    0    0     0     0 1591  871  5  2 94  0  0
 1  0      0 7713968 696864 12682880    0    0     0     0 1246  840  1  1 98  0  0
 1  0      0 7306760 696872 12682876    0    0     0 262356 2893 1405  8  7 85  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 7183536 696872 12762884    0    0     0     0 2135 1346  4  3 94  0  0
 1  0      0 7319588 696872 12762908    0    0     0     0 1528  731  6  1 93  0  0
 1  0      0 8442952 696880 12682844    0    0     0     0 2587 1337  4  3 93  0  0
 1  0      0 8206072 696880 12682844    0    0     0     0 2691 1163 11  3 86  0  0
 1  0      0 8161468 696892 12682848    0    0     0   152 1949 1049  5  2 93  0  0
 1  0      0 8090656 696892 12682852    0    0     0     0 2976 2064 11  2 87  0  0
 1  0      0 8019592 696892 12682868    0    0     0     0 1529  780  5  2 94  0  0
 1  0      0 7915896 696892 12682868    0    0     0     0 1605  874  5  1 93  0  0
 1  0      0 7815480 696892 12682872    0    0     0     0 2158 1209  5  2 93  0  0
 0  0      0 7748476 696896 12682940    0    0     0    64 1490  896  3  1 96  0  0
 1  0      0 7373232 696896 12682944    0    0     0     0 1854 1525  1  4 95  0  0
 1  0      0 7174100 696896 12762964    0    0     0     0 2825 1471  7  5 88  0  0
 1  0      0 7457040 696896 12763008    0    0     0    88 1524  696  6  1 93  0  0
 1  0      0 8245808 696896 12682892    0    0     0     0 2974 1428 11  3 87  0  0
 1  0      0 8175256 696896 12682892    0    0     0     0 2096 1193  5  2 93  0  0
 1  0      0 8094416 696900 12682896    0    0     0    76 3030 2138 11  2 87  0  0
 1  0      0 8035952 696900 12682912    0    0     0     0 1753  995  5  2 94  0  0
 1  0      0 7945236 696900 12682932    0    0     0     0 1620  854  5  1 93  0  0
 1  0      0 7856280 696900 12682932    0    0     0     0 1597  798  5  1 94  0  0
 0  0      0 7752260 696900 12682992    0    0     0     0 1751 1018  5  2 94  0  0
 1  0      0 7597672 696908 12683004    0    0     0    64 1595 1483  1  2 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 7325580 696908 12758940    0    0     0     0 2610 1334  8  4 88  0  0
 1  0      0 7320796 696908 12763032    0    0     0     0 1625  977  5  2 93  0  0
 1  0      0 7347512 696908 12763080    0    0     0     0 1419  728  6  0 93  0  0
 1  0      0 8249872 696920 12682992    0    0     0   180 3263 1459 10  4 86  0  0
 1  0      0 8173520 696920 12682992    0    0     0     4 2056 1248  5  2 93  0  0
 1  0      0 8096156 696920 12682996    0    0     0     0 3187 2114 11  2 87  0  0
 1  0      0 8035424 696924 12682996    0    0     0     0 1600  846  5  2 93  0  0
 1  0      0 7943444 696924 12683012    0    0     0     0 1593  855  5  2 93  0  0
 1  0      0 7855496 696936 12683012    0    0     0   104 1582  810  5  1 94  0  0
 0  0      0 7750468 696936 12683016    0    0     0   288 2141 1305  5  2 93  0  0
 1  0      0 7622992 696936 12683104    0    0     0     0 1656 1363  1  2 97  0  0
 1  0      0 7292072 696936 12760864    0    0     0     0 2684 1305  7  5 88  0  0
 1  0      0 7437400 696936 12763184    0    0     0     0 1662  914  5  2 93  0  0
 2  0      0 8411620 696948 12683116    0    0     0   140 2797 1305 11  3 87  0  0
 3  0      0 8133908 696948 12683116    0    0     0   116 2222 1211  5  3 92  0  0
 1  0      0 8157868 696948 12683116    0    0     0     0 2024 1088  5  2 93  0  0
 1  0      0 8084288 696948 12683124    0    0     0     0 3176 2458 11  2 87  0  0
 1  0      0 8015244 696956 12683128    0    0     0     0 1603  844  5  2 93  0  0
 1  0      0 7909156 696960 12683156    0    0     0   104 1700 1001  5  2 93  0  0
 1  0      0 7812164 696960 12683156    0    0     0     0 1883 1204  5  2 93  0  0
 0  0      0 7746140 696960 12683156    0    0     0   100 1389  852  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 7318160 696960 12683192    0    0     0     0 1733 1492  1  4 95  0  0
 1  0      0 7323892 696960 12763224    0    0     0     0 3037 1909  8  3 88  0  0
 0  0      0 8376564 696968 12763192    0    0     0    88 2150 1187  5  2 93  0  0
 1  0      0 8206924 696968 12683140    0    0     0     0 2639 1286 11  2 87  0  0
 1  0      0 8166324 696976 12683132    0    0     0   208 2239 1382  5  2 93  0  0
 1  0      0 8079384 696976 12683156    0    0     0     0 3367 2222 12  2 87  0  0
 1  0      0 8013236 696976 12683164    0    0     0     0 1708 1005  5  2 93  0  0
 1  0      0 7919620 696976 12683188    0    0     0     0 1674  963  5  1 93  0  0
 1  0      0 7817056 696976 12683188    0    0     0     0 1695  929  5  2 94  0  0
 1  0      0 7754340 696984 12683220    0    0     0   224 1799 1142  3  1 96  0  0
 1  0      0 7413028 696984 12683220    0    0     0     0 1969 1632  1  4 95  0  0
 1  0      0 7323500 696984 12763248    0    0     0     0 2807 1375  8  4 88  0  0
 1  0      0 8049120 696984 12763224    0    0     0     0 1801  984  5  1 93  0  0
 1  0      0 8214404 696984 12683180    0    0     0     0 2674 1376 11  2 87  0  0
 1  0      0 8165524 696996 12683180    0    0     0   156 2028 1136  5  2 93  0  0
 1  0      0 8089172 696996 12683184    0    0     0     0 3163 2235 12  2 87  0  0
 1  0      0 8016596 696996 12683168    0    0     0     0 1670  939  5  2 93  0  0
 1  0      0 7915796 696996 12683180    0    0     0     0 1616  804  5  1 93  0  0
 1  0      0 7817040 696996 12683188    0    0     0     0 1753 1055  5  1 93  0  0
 0  0      0 7753820 697000 12683204    0    0     0   228 1515  992  3  1 96  0  0
 1  0      0 7412672 697000 12683208    0    0     0     0 3706 3282  2  6 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7200868 697000 12763312    0    0     0     0 4305 2344  7  6 87  0  0
 1  0      0 7319556 697000 12763300    0    0     0     0 2256 1001  6  1 93  0  0
 1  0      0 8362708 697008 12683328    0    0     0     0 3561 1753 11  3 86  0  0
 1  0      0 8175220 697020 12683312    0    0     0   152 2501 1822  6  2 92  0  0
 1  0      0 8117512 697020 12683368    0    0     0   168 4137 3141 12  3 85  0  0
 1  0      0 8033412 697020 12683368    0    0     0     0 3544 2243  5  2 93  0  0
 1  0      0 7961888 697020 12683372    0    0     0     0 2440 1438  5  2 92  0  0
 1  0      0 7862096 697020 12683380    0    0     0     0 1713  967  5  2 93  0  0
 1  0      0 7791036 697024 12683384    0    0     0   112 2274 1449  5  2 93  0  0
 0  0      0 7728288 697024 12683412    0    0     0   124 2597 1905  2  1 97  0  0
 0  0      0 7350032 697024 12726364    0    0     0     0 3519 2346  7  5 87  0  0
 1  0      0 7325028 697024 12763472    0    0     0     0 2201 1303  5  1 94  0  0
 1  0      0 8404896 697024 12683404    0    0     0     0 3905 1533 11  4 86  0  0
 1  0      0 8180368 697032 12683400    0    0     0    88 2162 1428  5  2 93  0  0
 1  0      0 8110564 697032 12683400    0    0     0   168 3128 2195 12  2 87  0  0
 1  0      0 8050084 697032 12683400    0    0     0     0 1769  995  5  1 93  0  0
 1  0      0 7972468 697032 12683416    0    0     0     0 1639  868  5  2 93  0  0
 1  0      0 7872172 697032 12683416    0    0     0     0 1615  873  5  1 94  0  0
 1  0      0 7791532 697032 12683444    0    0     0     0 1842 1233  5  2 93  0  0
 0  0      0 7742388 697036 12683444    0    0     0   188 1275  960  2  1 98  0  0
 1  0      0 7391644 697036 12695100    0    0     0     0 2569 1704  7  5 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7333064 697036 12763448    0    0     0     0 2144 1437  5  2 93  0  0
 1  0      0 8436108 697044 12683420    0    0     0     0 2316 1191  4  3 93  0  0
 1  0      0 8195484 697044 12683420    0    0     0     0 2869 1360 11  2 86  0  0
16  0      0 8150236 697048 12683420    0    0     0   136 2254 1239  6  2 92  0  0
 1  0      0 8062768 697048 12683424    0    0     0   140 2921 2022 10  2 88  0  0
 1  0      0 7978348 697048 12683424    0    0     0     0 1638  863  5  2 93  0  0
 1  0      0 7893396 697048 12683436    0    0     0     0 1575  906  5  1 94  0  0
 1  0      0 7810012 697048 12683440    0    0     0     0 2076 1197  5  2 93  0  0
 0  0      0 7745784 697056 12683512    0    0     0   112 1623  977  3  1 96  0  0
 1  0      0 7266500 697056 12683512    0    0     0   104 1760 1342  1  4 95  0  0
 1  0      0 7180584 697056 12763488    0    0     0     0 2736 1420  8  4 88  0  0
 1  0      0 7356096 697056 12763504    0    0     0     0 1622  866  6  1 93  0  0
 1  0      0 8232656 697056 12683504    0    0     0     0 2961 1421 10  3 87  0  0
 1  0      0 8171428 697064 12683508    0    0     0    92 1929 1070  5  2 93  0  0
 1  0      0 8091824 697064 12683516    0    0     0    88 3146 2226 12  2 87  0  0
 1  0      0 8013956 697064 12683524    0    0     0     0 1707  915  5  1 93  0  0
 1  0      0 7918480 697064 12683560    0    0     0     0 1554  760  5  1 94  0  0
 2  0      0 7811632 697064 12683564    0    0     0     0 1688  977  5  2 93  0  0
 0  0      0 7750652 697072 12683652    0    0     0   100 1373  774  3  1 96  0  0
 1  0      0 7573720 697072 12683656    0    0     0    96 1439 1233  1  2 97  0  0
 0  0      0 7303080 697072 12761332    0    0     0     0 2763 1405  8  4 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 7433376 697072 12763616    0    0     0     0 1674  863  5  2 93  0  0
16  0      0 8421740 697072 12683640    0    0     0     0 2762 1275  8  2 90  0  0
 2  0      0 8150904 697076 12683636    0    0     0   128 2419 1274  8  3 89  0  0
 1  0      0 8130100 697076 12683636    0    0     0     0 2656 1151 12  2 86  0  0
 1  0      0 8044680 697076 12683596    0    0     0   208 2279 1974  5  1 94  0  0
 1  0      0 7968324 697076 12683636    0    0     0     0 1647  881  5  2 93  0  0
 1  0      0 7875496 697076 12683632    0    0     0     0 2071 1261  5  2 93  0  0
 1  0      0 7801188 697080 12683640    0    0     0   108 2150 1168  5  2 93  0  0
 1  0      0 7742500 697080 12683704    0    0     0     0 1494  879  2  1 97  0  0
 8  0      0 7216308 697080 12683704    0    0     0   112 1868 1362  1  5 94  0  0
 1  0      0 7304448 697080 12763644    0    0     0     0 2686 1330  8  3 88  0  0
 1  0      0 8357812 697080 12763644    0    0     0     0 2746 1307  5  2 93  0  0
 1  0      0 8211196 697088 12683644    0    0     0   100 2693 1527 11  2 87  0  0
 1  0      0 8165844 697088 12683644    0    0     0     0 2036 1231  5  2 93  0  0
 1  0      0 8092264 697088 12683648    0    0     0    72 3313 2198 12  1 87  0  0
 1  0      0 8015656 697088 12683652    0    0     0     0 1761 1081  5  2 93  0  0
 1  0      0 7924684 697088 12683660    0    0     0     0 1527  820  5  1 93  0  0
 1  0      0 7824668 697096 12683656    0    0     0    92 1689  985  5  2 93  0  0
 0  0      0 9228716 697096 12683556    0    0     0     0 3082 1484  4  4 93  0  0
 0  0      0 9227780 697096 12683532    0    0     0    96 1054 1134  0  0 100  0  0
 0  0      0 9227780 697096 12683532    0    0     0     0 1034 1057  0  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 9227780 697096 12683536    0    0     0     0  724  645  0  0 100  0  0
 0  0      0 9227024 697104 12683540    0    0     0    64  923 1024  0  0 99  0  0
 0  0      0 9220224 697104 12683544    0    0     0     0 2041 2178  0  1 99  0  0
 0  0      0 9224308 697104 12683548    0    0     0     0 1723 1413  0  1 99  0  0
 0  0      0 9223552 697104 12683552    0    0     0    60 1162  868  0  0 100  0  0
 0  0      0 9223552 697104 12683552    0    0     0     0  746  731  0  0 100  0  0
 0  0      0 9223552 697112 12683548    0    0     0    60  811  742  0  0 100  0  0
 0  0      0 9217768 697112 12683560    0    0     0     0 1558 1506  0  1 99  0  0
 0  0      0 9217520 697112 12683496    0    0     0     0 1222  968  0  0 100  0  0
 2  0      0 9170604 697128 12683520    0    0     0   488 4305 4976  7  3 90  0  0
