Linux 6.6.87.2-microsoft-standard-WSL2 (DESKTOP-JQ32F5U) 	09/12/25 	_x86_64_	(16 CPU)

12:47:36     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:11       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:11      10    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:11      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:11      12    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:11      13    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:54:11      14    3.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
12:54:11      15    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01

12:54:11     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:12     all    5.61    0.00    1.25    0.06    0.00    0.00    0.00    0.00    0.00   93.08
12:54:12       0    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:12       1   81.19    0.00   16.83    0.00    0.00    0.00    0.00    0.00    0.00    1.98
12:54:12       2    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:12       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:12       4    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:12       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:12       6    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:54:12       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:12       8    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:12       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:12      10    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:12      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:12      12    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:12      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:12      14    2.94    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00   96.08
12:54:12      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:12     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:13     all    5.83    0.00    1.19    0.00    0.00    0.00    0.00    0.00    0.00   92.98
12:54:13       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:13       1   85.86    0.00   14.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:54:13       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:13       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:13       4    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:54:13       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:13       6    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:13       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:13       8    1.96    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00   97.06
12:54:13       9    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:13      10    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:13      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:13      12    1.01    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   96.97
12:54:13      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:13      14    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:13      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:13     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:14     all    5.68    0.00    1.50    0.00    0.00    0.00    0.00    0.00    0.00   92.82
12:54:14       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:14       1   85.00    0.00   14.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
12:54:14       2    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:14       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:14       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:14       5    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:14       6    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:54:14       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:14       8    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:14       9    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:54:14      10    0.99    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   97.03
12:54:14      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:14      12    0.99    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   97.03
12:54:14      13    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:14      14    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
12:54:14      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:14     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:15     all    5.37    0.00    1.56    0.00    0.00    0.00    0.00    0.00    0.00   93.07
12:54:15       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:15       1   78.00    0.00   21.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
12:54:15       2    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:54:15       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:15       4    1.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:54:15       5    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:54:15       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:15       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:15       8    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:15       9    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:15      10    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:15      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:15      12    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:15      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:15      14    3.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
12:54:15      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:15     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:16     all    5.50    0.00    1.31    0.00    0.00    0.06    0.00    0.00    0.00   93.12
12:54:16       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:16       1   82.83    0.00   16.16    0.00    0.00    0.00    0.00    0.00    0.00    1.01
12:54:16       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:16       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:16       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:16       5    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:16       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:16       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:16       8    0.99    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00   98.02
12:54:16       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:16      10    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:16      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:16      12    0.99    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   97.03
12:54:16      13    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:16      14    2.97    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   96.04
12:54:16      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:16     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:18     all    5.88    0.00    1.06    0.00    0.00    0.06    0.00    0.00    0.00   93.00
12:54:18       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:18       1   87.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:54:18       2    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:54:18       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:18       4    1.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   98.00
12:54:18       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:18       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:18       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:18       8    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:18       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:18      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:18      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:18      12    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:18      13    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:18      14    2.97    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   96.04
12:54:18      15    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00

12:54:18     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:19     all    6.16    0.00    1.18    0.00    0.00    0.00    0.00    0.00    0.00   92.65
12:54:19       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:19       1   89.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
12:54:19       2    0.00    0.00    2.94    0.00    0.00    0.00    0.00    0.00    0.00   97.06
12:54:19       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:19       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:19       5    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:19       6    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:54:19       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:19       8    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:19       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:19      10    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:19      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:19      12    1.98    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   95.05
12:54:19      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:19      14    3.88    0.00    0.97    0.00    0.00    0.00    0.00    0.00    0.00   95.15
12:54:19      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:19     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:20     all    5.58    0.00    1.38    0.00    0.00    0.06    0.00    0.00    0.00   92.98
12:54:20       0    1.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   98.00
12:54:20       1   80.00    0.00   18.00    0.00    0.00    0.00    0.00    0.00    0.00    2.00
12:54:20       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:20       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:20       4    1.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:54:20       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:20       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:20       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:20       8    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:20       9    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:20      10    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:20      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:20      12    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98
12:54:20      13    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:20      14    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
12:54:20      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:20     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:21     all    5.56    0.00    1.31    0.00    0.00    0.00    0.00    0.00    0.00   93.12
12:54:21       0   30.61    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   65.31
12:54:21       1   52.48    0.00   10.89    0.00    0.00    0.00    0.00    0.00    0.00   36.63
12:54:21       2    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:21       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:21       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:21       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:21       6    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:21       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:21       8    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:54:21       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:21      10    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:21      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:21      12    1.98    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   97.03
12:54:21      13    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:21      14    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:54:21      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:21     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:22     all    5.76    0.00    0.94    0.00    0.00    0.00    0.00    0.00    0.00   93.30
12:54:22       0   88.00    0.00   12.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
12:54:22       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:22       2    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
12:54:22       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:22       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:22       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:22       6    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:22       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:22       8    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:22       9    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:54:22      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:22      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:22      12    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:22      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:22      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:22      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:22     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:23     all    5.25    0.00    1.50    0.06    0.00    0.06    0.00    0.00    0.00   93.12
12:54:23       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:23       1   79.80    0.00   19.19    0.00    0.00    0.00    0.00    0.00    0.00    1.01
12:54:23       2    1.94    0.00    0.97    0.00    0.00    0.97    0.00    0.00    0.00   96.12
12:54:23       3    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:23       4    0.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:23       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:23       6    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:54:23       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:23       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:23       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:23      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:23      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:23      12    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:23      13    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:23      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:23      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:23     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:24     all    5.51    0.00    1.50    0.00    0.00    0.06    0.00    0.00    0.00   92.92
12:54:24       0    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   99.00
12:54:24       1   83.00    0.00   16.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
12:54:24       2    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:24       3    1.98    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   97.03
12:54:24       4    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:24       5    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:54:24       6    1.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.98
12:54:24       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:24       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:24       9    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:24      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:24      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:24      12    1.98    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   96.04
12:54:24      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:24      14    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:24      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:24     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:25     all    5.68    0.00    1.50    0.00    0.00    0.06    0.00    0.00    0.00   92.75
12:54:25       0    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:25       1   84.00    0.00   15.00    0.00    0.00    0.00    0.00    0.00    0.00    1.00
12:54:25       2    0.99    0.00    0.99    0.00    0.00    0.99    0.00    0.00    0.00   97.03
12:54:25       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:25       4    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:25       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:25       6    1.96    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00   97.06
12:54:25       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:25       8    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:25       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:25      10    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:25      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:25      12    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   98.98
12:54:25      13    0.00    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:54:25      14    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
12:54:25      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:25     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:26     all    5.51    0.00    1.25    0.00    0.00    0.06    0.00    0.00    0.00   93.18
12:54:26       0   82.00    0.00   15.00    0.00    0.00    0.00    0.00    0.00    0.00    3.00
12:54:26       1    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:26       2    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:26       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:26       4    0.99    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00   98.02
12:54:26       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:26       6    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:54:26       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:26       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:26       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:26      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:26      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:26      12    1.98    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   97.03
12:54:26      13    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:26      14    2.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.98
12:54:26      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:26     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:27     all    5.50    0.00    1.38    0.00    0.00    0.00    0.00    0.00    0.00   93.12
12:54:27       0   84.16    0.00   14.85    0.00    0.00    0.00    0.00    0.00    0.00    0.99
12:54:27       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:27       2    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:27       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:27       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:27       5    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:54:27       6    0.00    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:54:27       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:27       8    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:27       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:27      10    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:27      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:27      12    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
12:54:27      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:27      14    2.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.98
12:54:27      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:54:27     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:54:28     all    5.67    0.00    1.43    0.00    0.00    0.12    0.00    0.00    0.00   92.77
12:54:28       0    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:54:28       1   82.18    0.00   16.83    0.00    0.00    0.00    0.00    0.00    0.00    0.99
12:54:28       2    0.98    0.00    1.96    0.00    0.00    0.00    0.00    0.00    0.00   97.06
12:54:28       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:28       4    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:54:28       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:54:28       6    0.99    0.00    0.00    0.00    0.00    0.99    0.00    0.00    0.00   98.02
12:54:28       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
