timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], clocks.current.sm [MHz], power.draw [W], temperature.gpu
2025/09/12 12:51:23.830, 0, 18 %, 4 %, 3514 MiB, 12282 MiB, 675 MHz, 28.00 W, 38
2025/09/12 12:51:24.834, 0, 23 %, 4 %, 3514 MiB, 12282 MiB, 555 MHz, 27.92 W, 38
2025/09/12 12:51:25.840, 0, 73 %, 57 %, 3514 MiB, 12282 MiB, 870 MHz, 29.11 W, 38
2025/09/12 12:51:26.844, 0, 30 %, 11 %, 3514 MiB, 12282 MiB, 2625 MHz, 48.78 W, 40
2025/09/12 12:51:27.848, 0, 22 %, 6 %, 3514 MiB, 12282 MiB, 2625 MHz, 49.71 W, 43
2025/09/12 12:51:28.851, 0, 8 %, 3 %, 3519 MiB, 12282 MiB, 1230 MHz, 35.95 W, 38
2025/09/12 12:51:29.854, 0, 10 %, 3 %, 3519 MiB, 12282 MiB, 1215 MHz, 34.00 W, 38
2025/09/12 12:51:30.858, 0, 19 %, 6 %, 3519 MiB, 12282 MiB, 1320 MHz, 35.29 W, 38
2025/09/12 12:51:32.705, 0, 30 %, 11 %, 3514 MiB, 12282 MiB, 1320 MHz, 42.71 W, 39
2025/09/12 12:51:33.727, 0, 11 %, 4 %, 3519 MiB, 12282 MiB, 1395 MHz, 33.36 W, 38
2025/09/12 12:51:34.731, 0, 12 %, 4 %, 3514 MiB, 12282 MiB, 1125 MHz, 34.20 W, 39
2025/09/12 12:51:35.735, 0, 12 %, 5 %, 3514 MiB, 12282 MiB, 1755 MHz, 39.95 W, 39
2025/09/12 12:51:36.738, 0, 8 %, 4 %, 3519 MiB, 12282 MiB, 1755 MHz, 28.92 W, 39
2025/09/12 12:51:37.742, 0, 71 %, 50 %, 3514 MiB, 12282 MiB, 1155 MHz, 29.18 W, 39
2025/09/12 12:51:38.748, 0, 11 %, 4 %, 3519 MiB, 12282 MiB, 2865 MHz, 53.32 W, 43
2025/09/12 12:51:39.755, 0, 6 %, 2 %, 3514 MiB, 12282 MiB, 1110 MHz, 50.22 W, 40
2025/09/12 12:51:40.758, 0, 13 %, 4 %, 3519 MiB, 12282 MiB, 810 MHz, 30.17 W, 38
2025/09/12 12:51:41.762, 0, 5 %, 3 %, 3519 MiB, 12282 MiB, 1050 MHz, 32.08 W, 39
2025/09/12 12:51:42.765, 0, 12 %, 3 %, 3519 MiB, 12282 MiB, 1050 MHz, 28.64 W, 38
2025/09/12 12:51:43.771, 0, 7 %, 2 %, 3519 MiB, 12282 MiB, 2880 MHz, 52.61 W, 42
2025/09/12 12:51:44.773, 0, 5 %, 2 %, 3514 MiB, 12282 MiB, 2880 MHz, 50.71 W, 40
2025/09/12 12:51:45.780, 0, 10 %, 3 %, 3514 MiB, 12282 MiB, 825 MHz, 29.10 W, 39
2025/09/12 12:51:46.783, 0, 41 %, 13 %, 3514 MiB, 12282 MiB, 1125 MHz, 39.28 W, 39
2025/09/12 12:51:47.786, 0, 45 %, 16 %, 3519 MiB, 12282 MiB, 1290 MHz, 34.89 W, 38
2025/09/12 12:51:48.789, 0, 30 %, 11 %, 3514 MiB, 12282 MiB, 1455 MHz, 40.97 W, 39
2025/09/12 12:51:49.792, 0, 12 %, 5 %, 3519 MiB, 12282 MiB, 1530 MHz, 39.00 W, 40
2025/09/12 12:51:50.795, 0, 32 %, 12 %, 3514 MiB, 12282 MiB, 1530 MHz, 41.81 W, 40
2025/09/12 12:51:51.799, 0, 31 %, 12 %, 3514 MiB, 12282 MiB, 1365 MHz, 43.60 W, 40
2025/09/12 12:51:52.801, 0, 44 %, 14 %, 3514 MiB, 12282 MiB, 1500 MHz, 42.52 W, 39
2025/09/12 12:51:53.812, 0, 22 %, 10 %, 3514 MiB, 12282 MiB, 1500 MHz, 40.95 W, 40
2025/09/12 12:51:54.816, 0, 45 %, 18 %, 3514 MiB, 12282 MiB, 1245 MHz, 36.69 W, 39
2025/09/12 12:51:55.819, 0, 30 %, 12 %, 3514 MiB, 12282 MiB, 1335 MHz, 39.26 W, 42
2025/09/12 12:51:56.824, 0, 13 %, 5 %, 3519 MiB, 12282 MiB, 1365 MHz, 38.44 W, 38
2025/09/12 12:51:57.827, 0, 47 %, 22 %, 3519 MiB, 12282 MiB, 1590 MHz, 44.50 W, 40
2025/09/12 12:51:58.833, 0, 31 %, 12 %, 3514 MiB, 12282 MiB, 1590 MHz, 34.95 W, 38
2025/09/12 12:51:59.837, 0, 28 %, 12 %, 3514 MiB, 12282 MiB, 1350 MHz, 42.96 W, 40
2025/09/12 12:52:00.840, 0, 11 %, 5 %, 3519 MiB, 12282 MiB, 1395 MHz, 41.28 W, 38
2025/09/12 12:52:01.844, 0, 28 %, 11 %, 3514 MiB, 12282 MiB, 1635 MHz, 38.61 W, 39
2025/09/12 12:52:02.848, 0, 8 %, 3 %, 3519 MiB, 12282 MiB, 1155 MHz, 36.90 W, 38
2025/09/12 12:52:03.851, 0, 16 %, 6 %, 3519 MiB, 12282 MiB, 900 MHz, 32.76 W, 38
2025/09/12 12:52:04.854, 0, 18 %, 4 %, 3514 MiB, 12282 MiB, 705 MHz, 28.78 W, 38
2025/09/12 12:52:06.698, 0, 32 %, 29 %, 3514 MiB, 12282 MiB, 1035 MHz, 24.17 W, 38
2025/09/12 12:52:07.704, 0, 26 %, 10 %, 3514 MiB, 12282 MiB, 2610 MHz, 49.30 W, 39
2025/09/12 12:52:08.740, 0, 24 %, 9 %, 3514 MiB, 12282 MiB, 1815 MHz, 52.81 W, 41
2025/09/12 12:52:09.756, 0, 17 %, 6 %, 3514 MiB, 12282 MiB, 1320 MHz, 33.86 W, 38
2025/09/12 12:52:10.759, 0, 43 %, 12 %, 3514 MiB, 12282 MiB, 1230 MHz, 39.29 W, 44
2025/09/12 12:52:11.763, 0, 11 %, 4 %, 3514 MiB, 12282 MiB, 1230 MHz, 31.39 W, 38
2025/09/12 12:52:12.766, 0, 16 %, 5 %, 3522 MiB, 12282 MiB, 1065 MHz, 36.44 W, 39
2025/09/12 12:52:13.769, 0, 13 %, 5 %, 3522 MiB, 12282 MiB, 1530 MHz, 37.85 W, 39
2025/09/12 12:52:14.773, 0, 9 %, 4 %, 3523 MiB, 12282 MiB, 1530 MHz, 32.73 W, 39
2025/09/12 12:52:15.777, 0, 12 %, 3 %, 3518 MiB, 12282 MiB, 660 MHz, 30.41 W, 38
2025/09/12 12:52:16.781, 0, 12 %, 3 %, 3522 MiB, 12282 MiB, 1065 MHz, 32.92 W, 38
2025/09/12 12:52:17.784, 0, 31 %, 11 %, 3514 MiB, 12282 MiB, 1170 MHz, 38.03 W, 40
2025/09/12 12:52:18.787, 0, 11 %, 4 %, 3519 MiB, 12282 MiB, 1530 MHz, 39.44 W, 39
2025/09/12 12:52:19.790, 0, 12 %, 6 %, 3519 MiB, 12282 MiB, 1530 MHz, 32.00 W, 38
2025/09/12 12:52:20.793, 0, 28 %, 6 %, 3514 MiB, 12282 MiB, 735 MHz, 31.46 W, 40
2025/09/12 12:52:21.795, 0, 22 %, 7 %, 3519 MiB, 12282 MiB, 1035 MHz, 37.76 W, 40
2025/09/12 12:52:22.799, 0, 42 %, 17 %, 3514 MiB, 12282 MiB, 1215 MHz, 39.48 W, 38
2025/09/12 12:52:23.803, 0, 16 %, 5 %, 3514 MiB, 12282 MiB, 1215 MHz, 29.92 W, 39
2025/09/12 12:52:24.807, 0, 12 %, 4 %, 3514 MiB, 12282 MiB, 1020 MHz, 34.26 W, 39
2025/09/12 12:52:25.810, 0, 49 %, 12 %, 3514 MiB, 12282 MiB, 1155 MHz, 34.34 W, 38
2025/09/12 12:52:26.815, 0, 26 %, 10 %, 3514 MiB, 12282 MiB, 1155 MHz, 36.07 W, 38
2025/09/12 12:52:27.817, 0, 41 %, 14 %, 3514 MiB, 12282 MiB, 1365 MHz, 40.96 W, 41
2025/09/12 12:52:28.821, 0, 27 %, 10 %, 3514 MiB, 12282 MiB, 1500 MHz, 44.22 W, 42
2025/09/12 12:52:29.824, 0, 30 %, 13 %, 3514 MiB, 12282 MiB, 1500 MHz, 42.31 W, 40
2025/09/12 12:52:30.827, 0, 11 %, 5 %, 3514 MiB, 12282 MiB, 1665 MHz, 43.60 W, 41
2025/09/12 12:52:31.830, 0, 7 %, 4 %, 3514 MiB, 12282 MiB, 1665 MHz, 36.20 W, 38
2025/09/12 12:52:32.836, 0, 14 %, 5 %, 3514 MiB, 12282 MiB, 975 MHz, 28.55 W, 38
2025/09/12 12:52:33.838, 0, 16 %, 4 %, 3519 MiB, 12282 MiB, 735 MHz, 27.47 W, 37
2025/09/12 12:52:34.845, 0, 41 %, 40 %, 3514 MiB, 12282 MiB, 2130 MHz, 29.68 W, 38
2025/09/12 12:52:35.852, 0, 7 %, 2 %, 3514 MiB, 12282 MiB, 2655 MHz, 52.86 W, 39
2025/09/12 12:52:36.897, 0, 9 %, 4 %, 3519 MiB, 12282 MiB, 1455 MHz, 57.29 W, 40
2025/09/12 12:52:37.906, 0, 27 %, 11 %, 3514 MiB, 12282 MiB, 1305 MHz, 36.02 W, 39
2025/09/12 12:52:39.755, 0, 10 %, 5 %, 3514 MiB, 12282 MiB, 1335 MHz, 36.76 W, 38
2025/09/12 12:52:40.759, 0, 11 %, 4 %, 3519 MiB, 12282 MiB, 1050 MHz, 36.71 W, 38
2025/09/12 12:52:41.764, 0, 47 %, 14 %, 3514 MiB, 12282 MiB, 1215 MHz, 35.40 W, 40
2025/09/12 12:52:42.767, 0, 19 %, 9 %, 3514 MiB, 12282 MiB, 1635 MHz, 37.43 W, 41
2025/09/12 12:52:43.772, 0, 22 %, 12 %, 3514 MiB, 12282 MiB, 1800 MHz, 39.05 W, 42
2025/09/12 12:52:44.775, 0, 5 %, 3 %, 3519 MiB, 12282 MiB, 1935 MHz, 38.40 W, 40
2025/09/12 12:52:45.779, 0, 42 %, 23 %, 3514 MiB, 12282 MiB, 2040 MHz, 46.79 W, 41
2025/09/12 12:52:46.821, 0, 9 %, 5 %, 3519 MiB, 12282 MiB, 2040 MHz, 30.99 W, 38
2025/09/12 12:52:47.825, 0, 15 %, 7 %, 3514 MiB, 12282 MiB, 1605 MHz, 45.75 W, 39
2025/09/12 12:52:48.867, 0, 10 %, 4 %, 3519 MiB, 12282 MiB, 1320 MHz, 39.25 W, 39
2025/09/12 12:52:49.871, 0, 47 %, 18 %, 3519 MiB, 12282 MiB, 1260 MHz, 34.91 W, 41
2025/09/12 12:52:50.874, 0, 8 %, 4 %, 3519 MiB, 12282 MiB, 1275 MHz, 34.07 W, 38
2025/09/12 12:52:51.881, 0, 29 %, 11 %, 3522 MiB, 12282 MiB, 1080 MHz, 37.16 W, 39
2025/09/12 12:52:52.884, 0, 19 %, 5 %, 3522 MiB, 12282 MiB, 825 MHz, 28.48 W, 38
2025/09/12 12:52:53.887, 0, 13 %, 3 %, 3522 MiB, 12282 MiB, 2610 MHz, 38.21 W, 39
2025/09/12 12:52:54.890, 0, 32 %, 12 %, 3518 MiB, 12282 MiB, 2610 MHz, 53.15 W, 40
2025/09/12 12:52:55.894, 0, 14 %, 6 %, 3518 MiB, 12282 MiB, 1740 MHz, 47.31 W, 39
2025/09/12 12:52:56.898, 0, 20 %, 11 %, 3519 MiB, 12282 MiB, 1260 MHz, 29.67 W, 38
2025/09/12 12:52:57.900, 0, 14 %, 5 %, 3514 MiB, 12282 MiB, 1050 MHz, 36.81 W, 39
2025/09/12 12:52:58.903, 0, 12 %, 5 %, 3519 MiB, 12282 MiB, 1110 MHz, 34.15 W, 38
2025/09/12 12:52:59.906, 0, 49 %, 14 %, 3514 MiB, 12282 MiB, 1365 MHz, 35.84 W, 38
2025/09/12 12:53:00.928, 0, 19 %, 9 %, 3514 MiB, 12282 MiB, 1680 MHz, 38.75 W, 39
2025/09/12 12:53:01.932, 0, 49 %, 18 %, 3514 MiB, 12282 MiB, 1440 MHz, 37.92 W, 38
2025/09/12 12:53:02.935, 0, 11 %, 4 %, 3519 MiB, 12282 MiB, 1440 MHz, 43.28 W, 45
2025/09/12 12:53:03.938, 0, 14 %, 5 %, 3519 MiB, 12282 MiB, 1590 MHz, 44.22 W, 40
2025/09/12 12:53:04.941, 0, 33 %, 14 %, 3514 MiB, 12282 MiB, 1620 MHz, 49.37 W, 39
2025/09/12 12:53:05.974, 0, 41 %, 22 %, 3514 MiB, 12282 MiB, 1680 MHz, 45.82 W, 39
2025/09/12 12:53:06.979, 0, 18 %, 8 %, 3514 MiB, 12282 MiB, 1680 MHz, 34.75 W, 39
2025/09/12 12:53:07.981, 0, 33 %, 17 %, 3514 MiB, 12282 MiB, 1350 MHz, 40.78 W, 38
2025/09/12 12:53:08.987, 0, 50 %, 21 %, 3514 MiB, 12282 MiB, 1740 MHz, 43.47 W, 40
2025/09/12 12:53:10.007, 0, 36 %, 22 %, 3519 MiB, 12282 MiB, 1740 MHz, 43.48 W, 39
2025/09/12 12:53:11.023, 0, 13 %, 5 %, 3514 MiB, 12282 MiB, 1185 MHz, 32.81 W, 38
2025/09/12 12:53:12.869, 0, 45 %, 14 %, 3514 MiB, 12282 MiB, 1095 MHz, 36.43 W, 38
2025/09/12 12:53:13.873, 0, 17 %, 6 %, 3519 MiB, 12282 MiB, 1245 MHz, 39.48 W, 39
2025/09/12 12:53:14.876, 0, 16 %, 5 %, 3514 MiB, 12282 MiB, 1335 MHz, 37.06 W, 38
2025/09/12 12:53:15.880, 0, 20 %, 7 %, 3514 MiB, 12282 MiB, 1335 MHz, 32.05 W, 38
2025/09/12 12:53:16.883, 0, 61 %, 17 %, 3519 MiB, 12282 MiB, 1095 MHz, 34.58 W, 38
2025/09/12 12:53:17.887, 0, 42 %, 18 %, 3514 MiB, 12282 MiB, 1140 MHz, 38.27 W, 39
2025/09/12 12:53:18.892, 0, 42 %, 18 %, 3514 MiB, 12282 MiB, 1215 MHz, 39.69 W, 40
2025/09/12 12:53:19.896, 0, 46 %, 19 %, 3514 MiB, 12282 MiB, 1395 MHz, 38.79 W, 44
2025/09/12 12:53:20.941, 0, 27 %, 11 %, 3514 MiB, 12282 MiB, 1470 MHz, 45.33 W, 42
2025/09/12 12:53:21.946, 0, 17 %, 8 %, 3519 MiB, 12282 MiB, 1470 MHz, 34.72 W, 39
2025/09/12 12:53:22.949, 0, 26 %, 8 %, 3514 MiB, 12282 MiB, 885 MHz, 30.12 W, 39
2025/09/12 12:53:23.954, 0, 29 %, 10 %, 3514 MiB, 12282 MiB, 1260 MHz, 41.50 W, 39
2025/09/12 12:53:24.957, 0, 9 %, 3 %, 3519 MiB, 12282 MiB, 1320 MHz, 35.79 W, 38
2025/09/12 12:53:25.962, 0, 21 %, 9 %, 3514 MiB, 12282 MiB, 1320 MHz, 32.18 W, 38
2025/09/12 12:53:26.965, 0, 44 %, 22 %, 3514 MiB, 12282 MiB, 1470 MHz, 45.27 W, 39
2025/09/12 12:53:27.969, 0, 10 %, 4 %, 3519 MiB, 12282 MiB, 1470 MHz, 36.04 W, 38
2025/09/12 12:53:28.972, 0, 35 %, 14 %, 3514 MiB, 12282 MiB, 1620 MHz, 40.52 W, 39
2025/09/12 12:53:29.975, 0, 15 %, 7 %, 3514 MiB, 12282 MiB, 1620 MHz, 40.33 W, 45
2025/09/12 12:53:30.978, 0, 45 %, 19 %, 3519 MiB, 12282 MiB, 1305 MHz, 37.01 W, 39
2025/09/12 12:53:31.983, 0, 9 %, 4 %, 3519 MiB, 12282 MiB, 1305 MHz, 30.21 W, 38
2025/09/12 12:53:32.986, 0, 36 %, 17 %, 3514 MiB, 12282 MiB, 1395 MHz, 42.01 W, 38
2025/09/12 12:53:33.989, 0, 27 %, 14 %, 3514 MiB, 12282 MiB, 1260 MHz, 40.08 W, 38
2025/09/12 12:53:34.992, 0, 27 %, 10 %, 3514 MiB, 12282 MiB, 1530 MHz, 42.92 W, 38
2025/09/12 12:53:35.995, 0, 32 %, 11 %, 3514 MiB, 12282 MiB, 1530 MHz, 40.74 W, 40
2025/09/12 12:53:36.998, 0, 16 %, 5 %, 3519 MiB, 12282 MiB, 1350 MHz, 33.71 W, 39
2025/09/12 12:53:38.002, 0, 18 %, 6 %, 3514 MiB, 12282 MiB, 1350 MHz, 40.19 W, 41
2025/09/12 12:53:39.005, 0, 15 %, 4 %, 3514 MiB, 12282 MiB, 885 MHz, 29.51 W, 40
2025/09/12 12:53:40.009, 0, 14 %, 4 %, 3519 MiB, 12282 MiB, 1080 MHz, 34.65 W, 41
2025/09/12 12:53:41.012, 0, 46 %, 15 %, 3514 MiB, 12282 MiB, 1245 MHz, 33.61 W, 39
2025/09/12 12:53:42.017, 0, 12 %, 4 %, 3514 MiB, 12282 MiB, 1245 MHz, 35.33 W, 38
2025/09/12 12:53:43.019, 0, 15 %, 4 %, 3519 MiB, 12282 MiB, 780 MHz, 30.14 W, 38
2025/09/12 12:53:44.023, 0, 20 %, 8 %, 3514 MiB, 12282 MiB, 1245 MHz, 38.69 W, 38
2025/09/12 12:53:45.870, 0, 25 %, 8 %, 3514 MiB, 12282 MiB, 1305 MHz, 38.23 W, 38
2025/09/12 12:53:46.874, 0, 37 %, 17 %, 3518 MiB, 12282 MiB, 1305 MHz, 38.54 W, 38
2025/09/12 12:53:47.878, 0, 48 %, 19 %, 3518 MiB, 12282 MiB, 1770 MHz, 43.36 W, 40
2025/09/12 12:53:48.928, 0, 11 %, 5 %, 3518 MiB, 12282 MiB, 1770 MHz, 38.07 W, 41
2025/09/12 12:53:49.932, 0, 10 %, 4 %, 3514 MiB, 12282 MiB, 1230 MHz, 37.69 W, 40
2025/09/12 12:53:50.935, 0, 11 %, 4 %, 3518 MiB, 12282 MiB, 1455 MHz, 42.65 W, 38
2025/09/12 12:53:51.939, 0, 10 %, 4 %, 3514 MiB, 12282 MiB, 1455 MHz, 34.51 W, 39
2025/09/12 12:53:52.943, 0, 20 %, 5 %, 3518 MiB, 12282 MiB, 660 MHz, 27.48 W, 38
2025/09/12 12:53:53.947, 0, 26 %, 23 %, 3514 MiB, 12282 MiB, 585 MHz, 26.43 W, 37
2025/09/12 12:53:54.951, 0, 10 %, 3 %, 3514 MiB, 12282 MiB, 2610 MHz, 39.31 W, 39
2025/09/12 12:53:55.955, 0, 6 %, 2 %, 3518 MiB, 12282 MiB, 2610 MHz, 41.53 W, 39
2025/09/12 12:53:56.975, 0, 17 %, 6 %, 3518 MiB, 12282 MiB, 1380 MHz, 41.63 W, 40
2025/09/12 12:53:57.985, 0, 51 %, 22 %, 3514 MiB, 12282 MiB, 1695 MHz, 45.62 W, 40
2025/09/12 12:53:58.990, 0, 7 %, 4 %, 3518 MiB, 12282 MiB, 1695 MHz, 37.57 W, 38
2025/09/12 12:53:59.993, 0, 12 %, 6 %, 3514 MiB, 12282 MiB, 1740 MHz, 37.62 W, 39
2025/09/12 12:54:00.998, 0, 9 %, 4 %, 3518 MiB, 12282 MiB, 1740 MHz, 37.87 W, 39
2025/09/12 12:54:02.001, 0, 34 %, 13 %, 3514 MiB, 12282 MiB, 1485 MHz, 45.41 W, 41
2025/09/12 12:54:03.007, 0, 51 %, 24 %, 3518 MiB, 12282 MiB, 1770 MHz, 42.56 W, 40
2025/09/12 12:54:04.009, 0, 17 %, 9 %, 3518 MiB, 12282 MiB, 1770 MHz, 36.03 W, 41
2025/09/12 12:54:05.012, 0, 33 %, 12 %, 3514 MiB, 12282 MiB, 1470 MHz, 44.44 W, 41
2025/09/12 12:54:06.015, 0, 25 %, 7 %, 3514 MiB, 12282 MiB, 1200 MHz, 37.95 W, 38
2025/09/12 12:54:07.021, 0, 6 %, 3 %, 3518 MiB, 12282 MiB, 1245 MHz, 34.79 W, 38
2025/09/12 12:54:08.024, 0, 5 %, 2 %, 3514 MiB, 12282 MiB, 1245 MHz, 29.53 W, 38
2025/09/12 12:54:09.027, 0, 28 %, 21 %, 3514 MiB, 12282 MiB, 555 MHz, 26.29 W, 38
2025/09/12 12:54:10.030, 0, 27 %, 14 %, 3514 MiB, 12282 MiB, 2610 MHz, 31.58 W, 39
2025/09/12 12:54:11.034, 0, 9 %, 2 %, 3518 MiB, 12282 MiB, 2610 MHz, 43.16 W, 38
2025/09/12 12:54:12.037, 0, 30 %, 12 %, 3514 MiB, 12282 MiB, 1425 MHz, 47.63 W, 41
2025/09/12 12:54:13.041, 0, 11 %, 4 %, 3518 MiB, 12282 MiB, 1155 MHz, 35.81 W, 39
2025/09/12 12:54:14.044, 0, 8 %, 4 %, 3514 MiB, 12282 MiB, 1320 MHz, 35.12 W, 38
2025/09/12 12:54:15.047, 0, 10 %, 4 %, 3514 MiB, 12282 MiB, 1035 MHz, 31.01 W, 38
2025/09/12 12:54:16.050, 0, 23 %, 21 %, 3518 MiB, 12282 MiB, 750 MHz, 25.29 W, 38
2025/09/12 12:54:17.055, 0, 13 %, 5 %, 3514 MiB, 12282 MiB, 2610 MHz, 28.24 W, 38
2025/09/12 12:54:18.901, 0, 24 %, 7 %, 3514 MiB, 12282 MiB, 2610 MHz, 53.58 W, 39
2025/09/12 12:54:19.905, 0, 8 %, 3 %, 3514 MiB, 12282 MiB, 1725 MHz, 49.79 W, 40
2025/09/12 12:54:20.908, 0, 44 %, 21 %, 3518 MiB, 12282 MiB, 1440 MHz, 33.92 W, 38
2025/09/12 12:54:21.913, 0, 10 %, 4 %, 3518 MiB, 12282 MiB, 1440 MHz, 36.95 W, 41
2025/09/12 12:54:22.916, 0, 31 %, 11 %, 3514 MiB, 12282 MiB, 1320 MHz, 38.58 W, 39
2025/09/12 12:54:23.920, 0, 14 %, 4 %, 3518 MiB, 12282 MiB, 1200 MHz, 33.62 W, 40
2025/09/12 12:54:24.924, 0, 42 %, 18 %, 3514 MiB, 12282 MiB, 1245 MHz, 37.33 W, 39
2025/09/12 12:54:25.928, 0, 45 %, 18 %, 3514 MiB, 12282 MiB, 1410 MHz, 36.27 W, 40
2025/09/12 12:54:26.931, 0, 39 %, 14 %, 3514 MiB, 12282 MiB, 1410 MHz, 37.17 W, 41
2025/09/12 12:54:27.934, 0, 17 %, 6 %, 3518 MiB, 12282 MiB, 1440 MHz, 41.44 W, 38
2025/09/12 12:54:28.937, 0, 39 %, 20 %, 3514 MiB, 12282 MiB, 1440 MHz, 36.38 W, 40
2025/09/12 12:54:29.941, 0, 29 %, 10 %, 3518 MiB, 12282 MiB, 1530 MHz, 46.66 W, 41
2025/09/12 12:54:30.944, 0, 9 %, 4 %, 3518 MiB, 12282 MiB, 1530 MHz, 32.10 W, 38
2025/09/12 12:54:31.948, 0, 35 %, 13 %, 3518 MiB, 12282 MiB, 1245 MHz, 39.75 W, 40
2025/09/12 12:54:32.952, 0, 13 %, 6 %, 3514 MiB, 12282 MiB, 1740 MHz, 40.89 W, 38
2025/09/12 12:54:33.955, 0, 23 %, 11 %, 3514 MiB, 12282 MiB, 1395 MHz, 36.37 W, 38
2025/09/12 12:54:34.959, 0, 11 %, 4 %, 3518 MiB, 12282 MiB, 1335 MHz, 38.40 W, 43
2025/09/12 12:54:35.963, 0, 20 %, 8 %, 3518 MiB, 12282 MiB, 1335 MHz, 38.46 W, 41
2025/09/12 12:54:36.967, 0, 9 %, 4 %, 3518 MiB, 12282 MiB, 1440 MHz, 36.71 W, 39
2025/09/12 12:54:37.970, 0, 15 %, 7 %, 3514 MiB, 12282 MiB, 1125 MHz, 34.49 W, 38
2025/09/12 12:54:38.974, 0, 11 %, 3 %, 3518 MiB, 12282 MiB, 1095 MHz, 32.03 W, 41
2025/09/12 12:54:39.978, 0, 44 %, 21 %, 3518 MiB, 12282 MiB, 1260 MHz, 42.85 W, 39
2025/09/12 12:54:40.983, 0, 30 %, 10 %, 3514 MiB, 12282 MiB, 1260 MHz, 37.68 W, 40
2025/09/12 12:54:41.987, 0, 9 %, 4 %, 3514 MiB, 12282 MiB, 1020 MHz, 35.72 W, 38
2025/09/12 12:54:42.991, 0, 44 %, 17 %, 3518 MiB, 12282 MiB, 1350 MHz, 43.50 W, 39
2025/09/12 12:54:43.994, 0, 14 %, 6 %, 3518 MiB, 12282 MiB, 1350 MHz, 42.52 W, 39
2025/09/12 12:54:45.000, 0, 23 %, 7 %, 3518 MiB, 12282 MiB, 915 MHz, 30.35 W, 38
2025/09/12 12:54:46.003, 0, 59 %, 15 %, 3514 MiB, 12282 MiB, 1140 MHz, 35.94 W, 42
2025/09/12 12:54:47.008, 0, 47 %, 20 %, 3518 MiB, 12282 MiB, 1410 MHz, 39.57 W, 38
2025/09/12 12:54:48.011, 0, 31 %, 11 %, 3518 MiB, 12282 MiB, 1410 MHz, 37.18 W, 39
2025/09/12 12:54:49.014, 0, 36 %, 17 %, 3514 MiB, 12282 MiB, 1620 MHz, 48.05 W, 41
2025/09/12 12:54:50.017, 0, 29 %, 12 %, 3514 MiB, 12282 MiB, 1515 MHz, 44.94 W, 40
2025/09/12 12:54:51.863, 0, 39 %, 21 %, 3518 MiB, 12282 MiB, 1485 MHz, 46.05 W, 39
2025/09/12 12:54:52.866, 0, 10 %, 4 %, 3518 MiB, 12282 MiB, 1485 MHz, 32.51 W, 39
2025/09/12 12:54:53.869, 0, 16 %, 4 %, 3514 MiB, 12282 MiB, 780 MHz, 28.03 W, 37
2025/09/12 12:54:54.872, 0, 13 %, 5 %, 3518 MiB, 12282 MiB, 915 MHz, 33.44 W, 42
2025/09/12 12:54:55.876, 0, 13 %, 4 %, 3514 MiB, 12282 MiB, 915 MHz, 29.34 W, 39
2025/09/12 12:54:56.879, 0, 24 %, 8 %, 3518 MiB, 12282 MiB, 1155 MHz, 39.00 W, 39
2025/09/12 12:54:57.913, 0, 7 %, 3 %, 3514 MiB, 12282 MiB, 1440 MHz, 40.38 W, 38
2025/09/12 12:54:58.918, 0, 11 %, 5 %, 3518 MiB, 12282 MiB, 1440 MHz, 33.71 W, 38
2025/09/12 12:54:59.921, 0, 12 %, 5 %, 3514 MiB, 12282 MiB, 1440 MHz, 39.92 W, 38
2025/09/12 12:55:00.925, 0, 23 %, 11 %, 3514 MiB, 12282 MiB, 1575 MHz, 37.60 W, 38
2025/09/12 12:55:01.928, 0, 25 %, 12 %, 3514 MiB, 12282 MiB, 1575 MHz, 48.46 W, 40
2025/09/12 12:55:02.961, 0, 29 %, 13 %, 3514 MiB, 12282 MiB, 1485 MHz, 38.87 W, 39
2025/09/12 12:55:03.966, 0, 21 %, 8 %, 3514 MiB, 12282 MiB, 1545 MHz, 45.65 W, 40
2025/09/12 12:55:04.970, 0, 37 %, 19 %, 3514 MiB, 12282 MiB, 1545 MHz, 39.56 W, 40
2025/09/12 12:55:05.973, 0, 12 %, 4 %, 3518 MiB, 12282 MiB, 1125 MHz, 32.04 W, 38
2025/09/12 12:55:06.976, 0, 36 %, 11 %, 3514 MiB, 12282 MiB, 1410 MHz, 40.68 W, 39
2025/09/12 12:55:07.980, 0, 32 %, 15 %, 3514 MiB, 12282 MiB, 1965 MHz, 46.62 W, 40
2025/09/12 12:55:08.984, 0, 15 %, 7 %, 3514 MiB, 12282 MiB, 1965 MHz, 38.60 W, 39
2025/09/12 12:55:09.989, 0, 25 %, 9 %, 3518 MiB, 12282 MiB, 1410 MHz, 44.31 W, 39
2025/09/12 12:55:10.993, 0, 38 %, 18 %, 3514 MiB, 12282 MiB, 1410 MHz, 35.75 W, 38
2025/09/12 12:55:11.996, 0, 41 %, 14 %, 3522 MiB, 12282 MiB, 1065 MHz, 31.51 W, 38
2025/09/12 12:55:13.001, 0, 15 %, 5 %, 3526 MiB, 12282 MiB, 1470 MHz, 35.87 W, 38
2025/09/12 12:55:14.005, 0, 26 %, 11 %, 3522 MiB, 12282 MiB, 1215 MHz, 35.06 W, 40
2025/09/12 12:55:15.035, 0, 5 %, 3 %, 3518 MiB, 12282 MiB, 1545 MHz, 35.78 W, 38
