timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], clocks.current.sm [MHz], power.draw [W], temperature.gpu
2025/09/12 12:55:16.038, 0, 28 %, 10 %, 3518 MiB, 12282 MiB, 1290 MHz, 38.24 W, 39
2025/09/12 12:55:17.041, 0, 37 %, 10 %, 3514 MiB, 12282 MiB, 1065 MHz, 34.40 W, 39
2025/09/12 12:55:18.044, 0, 12 %, 4 %, 3518 MiB, 12282 MiB, 1335 MHz, 35.89 W, 40
2025/09/12 12:55:19.047, 0, 48 %, 22 %, 3518 MiB, 12282 MiB, 1605 MHz, 37.89 W, 40
2025/09/12 12:55:20.050, 0, 9 %, 4 %, 3518 MiB, 12282 MiB, 1605 MHz, 30.04 W, 38
2025/09/12 12:55:21.053, 0, 17 %, 4 %, 3514 MiB, 12282 MiB, 780 MHz, 31.29 W, 38
2025/09/12 12:55:22.057, 0, 56 %, 48 %, 3514 MiB, 12282 MiB, 2145 MHz, 30.42 W, 38
2025/09/12 12:55:23.061, 0, 17 %, 6 %, 3514 MiB, 12282 MiB, 2865 MHz, 57.15 W, 43
2025/09/12 12:55:24.940, 0, 27 %, 11 %, 3514 MiB, 12282 MiB, 2865 MHz, 68.74 W, 40
2025/09/12 12:55:25.944, 0, 13 %, 6 %, 3514 MiB, 12282 MiB, 1500 MHz, 39.76 W, 38
2025/09/12 12:55:26.947, 0, 20 %, 7 %, 3518 MiB, 12282 MiB, 1200 MHz, 34.55 W, 38
2025/09/12 12:55:27.950, 0, 14 %, 5 %, 3518 MiB, 12282 MiB, 1530 MHz, 34.63 W, 39
2025/09/12 12:55:28.953, 0, 8 %, 3 %, 3514 MiB, 12282 MiB, 750 MHz, 30.55 W, 38
2025/09/12 12:55:29.956, 0, 12 %, 4 %, 3518 MiB, 12282 MiB, 1200 MHz, 35.81 W, 39
2025/09/12 12:55:30.964, 0, 13 %, 4 %, 3518 MiB, 12282 MiB, 1500 MHz, 35.96 W, 42
2025/09/12 12:55:31.968, 0, 9 %, 4 %, 3518 MiB, 12282 MiB, 1530 MHz, 32.37 W, 39
2025/09/12 12:55:32.973, 0, 30 %, 29 %, 3518 MiB, 12282 MiB, 1530 MHz, 26.31 W, 38
2025/09/12 12:55:33.976, 0, 28 %, 28 %, 3514 MiB, 12282 MiB, 960 MHz, 22.23 W, 38
2025/09/12 12:55:34.984, 0, 77 %, 70 %, 3514 MiB, 12282 MiB, 2610 MHz, 26.21 W, 38
2025/09/12 12:55:36.026, 0, 17 %, 6 %, 3518 MiB, 12282 MiB, 2610 MHz, 45.64 W, 38
2025/09/12 12:55:37.030, 0, 17 %, 9 %, 3514 MiB, 12282 MiB, 1680 MHz, 47.04 W, 40
2025/09/12 12:55:38.034, 0, 24 %, 10 %, 3514 MiB, 12282 MiB, 1635 MHz, 36.14 W, 38
2025/09/12 12:55:39.040, 0, 19 %, 8 %, 3514 MiB, 12282 MiB, 1635 MHz, 34.81 W, 38
2025/09/12 12:55:40.044, 0, 32 %, 12 %, 3514 MiB, 12282 MiB, 915 MHz, 38.25 W, 38
2025/09/12 12:55:41.050, 0, 18 %, 5 %, 3518 MiB, 12282 MiB, 810 MHz, 30.14 W, 40
2025/09/12 12:55:42.055, 0, 20 %, 5 %, 3514 MiB, 12282 MiB, 810 MHz, 29.16 W, 38
2025/09/12 12:55:43.059, 0, 99 %, 91 %, 3518 MiB, 12282 MiB, 2610 MHz, 32.50 W, 39
2025/09/12 12:55:44.064, 0, 13 %, 5 %, 3518 MiB, 12282 MiB, 2610 MHz, 52.43 W, 39
2025/09/12 12:55:45.112, 0, 14 %, 5 %, 3515 MiB, 12282 MiB, 1425 MHz, 42.90 W, 39
2025/09/12 12:55:46.116, 0, 40 %, 12 %, 3511 MiB, 12282 MiB, 1230 MHz, 41.49 W, 40
2025/09/12 12:55:47.165, 0, 21 %, 8 %, 3511 MiB, 12282 MiB, 1395 MHz, 34.35 W, 38
2025/09/12 12:55:48.168, 0, 47 %, 14 %, 3511 MiB, 12282 MiB, 1245 MHz, 39.53 W, 42
2025/09/12 12:55:49.173, 0, 19 %, 6 %, 3515 MiB, 12282 MiB, 1245 MHz, 31.63 W, 38
2025/09/12 12:55:50.176, 0, 14 %, 5 %, 3515 MiB, 12282 MiB, 1425 MHz, 36.11 W, 39
2025/09/12 12:55:51.179, 0, 46 %, 23 %, 3515 MiB, 12282 MiB, 1665 MHz, 41.56 W, 39
2025/09/12 12:55:52.185, 0, 14 %, 6 %, 3515 MiB, 12282 MiB, 1665 MHz, 35.22 W, 41
2025/09/12 12:55:53.188, 0, 17 %, 7 %, 3511 MiB, 12282 MiB, 1365 MHz, 35.89 W, 40
2025/09/12 12:55:54.191, 0, 27 %, 12 %, 3511 MiB, 12282 MiB, 1290 MHz, 40.63 W, 39
2025/09/12 12:55:55.196, 0, 20 %, 10 %, 3511 MiB, 12282 MiB, 1695 MHz, 41.09 W, 38
2025/09/12 12:55:56.199, 0, 21 %, 11 %, 3515 MiB, 12282 MiB, 1695 MHz, 40.42 W, 39
2025/09/12 12:55:58.095, 0, 14 %, 5 %, 3515 MiB, 12282 MiB, 1050 MHz, 31.58 W, 38
2025/09/12 12:55:59.100, 0, 7 %, 3 %, 3515 MiB, 12282 MiB, 1260 MHz, 35.37 W, 39
2025/09/12 12:56:00.103, 0, 12 %, 5 %, 3511 MiB, 12282 MiB, 1260 MHz, 31.06 W, 38
2025/09/12 12:56:01.106, 0, 20 %, 7 %, 3511 MiB, 12282 MiB, 1200 MHz, 37.43 W, 39
2025/09/12 12:56:02.110, 0, 17 %, 5 %, 3515 MiB, 12282 MiB, 1200 MHz, 29.19 W, 38
2025/09/12 12:56:03.113, 0, 22 %, 5 %, 3515 MiB, 12282 MiB, 585 MHz, 27.94 W, 38
2025/09/12 12:56:04.128, 0, 5 %, 2 %, 3515 MiB, 12282 MiB, 2610 MHz, 35.22 W, 39
2025/09/12 12:56:05.133, 0, 8 %, 3 %, 3511 MiB, 12282 MiB, 2610 MHz, 42.59 W, 39
2025/09/12 12:56:06.136, 0, 42 %, 12 %, 3511 MiB, 12282 MiB, 1110 MHz, 41.07 W, 38
2025/09/12 12:56:07.141, 0, 11 %, 5 %, 3515 MiB, 12282 MiB, 1485 MHz, 40.53 W, 39
2025/09/12 12:56:08.145, 0, 16 %, 6 %, 3511 MiB, 12282 MiB, 1605 MHz, 44.73 W, 39
2025/09/12 12:56:09.149, 0, 19 %, 8 %, 3515 MiB, 12282 MiB, 1605 MHz, 32.87 W, 38
2025/09/12 12:56:10.153, 0, 29 %, 11 %, 3511 MiB, 12282 MiB, 1335 MHz, 40.79 W, 39
2025/09/12 12:56:11.156, 0, 10 %, 4 %, 3511 MiB, 12282 MiB, 1335 MHz, 37.03 W, 40
2025/09/12 12:56:12.160, 0, 15 %, 4 %, 3515 MiB, 12282 MiB, 870 MHz, 29.09 W, 38
2025/09/12 12:56:13.164, 0, 15 %, 5 %, 3511 MiB, 12282 MiB, 1230 MHz, 37.45 W, 39
2025/09/12 12:56:14.169, 0, 9 %, 4 %, 3515 MiB, 12282 MiB, 1500 MHz, 36.94 W, 38
2025/09/12 12:56:15.173, 0, 28 %, 12 %, 3511 MiB, 12282 MiB, 1500 MHz, 41.06 W, 38
2025/09/12 12:56:16.176, 0, 16 %, 5 %, 3511 MiB, 12282 MiB, 1185 MHz, 37.53 W, 38
2025/09/12 12:56:17.180, 0, 31 %, 12 %, 3515 MiB, 12282 MiB, 1275 MHz, 34.00 W, 38
2025/09/12 12:56:18.184, 0, 23 %, 9 %, 3511 MiB, 12282 MiB, 1665 MHz, 41.05 W, 38
2025/09/12 12:56:19.188, 0, 9 %, 4 %, 3511 MiB, 12282 MiB, 1215 MHz, 38.71 W, 38
2025/09/12 12:56:20.192, 0, 35 %, 12 %, 3511 MiB, 12282 MiB, 1365 MHz, 40.73 W, 39
2025/09/12 12:56:21.197, 0, 12 %, 5 %, 3511 MiB, 12282 MiB, 1515 MHz, 38.28 W, 38
2025/09/12 12:56:22.200, 0, 5 %, 2 %, 3511 MiB, 12282 MiB, 1515 MHz, 29.61 W, 38
2025/09/12 12:56:23.205, 0, 14 %, 6 %, 3511 MiB, 12282 MiB, 1530 MHz, 35.26 W, 38
2025/09/12 12:56:24.208, 0, 26 %, 25 %, 3511 MiB, 12282 MiB, 960 MHz, 25.70 W, 37
2025/09/12 12:56:25.212, 0, 47 %, 44 %, 3511 MiB, 12282 MiB, 1050 MHz, 24.81 W, 38
2025/09/12 12:56:26.216, 0, 20 %, 5 %, 3511 MiB, 12282 MiB, 2625 MHz, 49.70 W, 42
2025/09/12 12:56:27.219, 0, 5 %, 2 %, 3515 MiB, 12282 MiB, 1245 MHz, 36.92 W, 38
2025/09/12 12:56:28.222, 0, 14 %, 5 %, 3515 MiB, 12282 MiB, 1230 MHz, 33.96 W, 39
2025/09/12 12:56:29.226, 0, 41 %, 14 %, 3511 MiB, 12282 MiB, 1260 MHz, 40.27 W, 44
2025/09/12 12:56:31.012, 0, 11 %, 4 %, 3511 MiB, 12282 MiB, 1260 MHz, 29.87 W, 38
2025/09/12 12:56:32.015, 0, 64 %, 10 %, 3511 MiB, 12282 MiB, 975 MHz, 30.51 W, 38
2025/09/12 12:56:33.018, 0, 15 %, 5 %, 3515 MiB, 12282 MiB, 1350 MHz, 39.59 W, 38
2025/09/12 12:56:34.021, 0, 42 %, 17 %, 3511 MiB, 12282 MiB, 1440 MHz, 36.49 W, 38
2025/09/12 12:56:35.032, 0, 22 %, 11 %, 3511 MiB, 12282 MiB, 1485 MHz, 37.62 W, 39
2025/09/12 12:56:36.035, 0, 16 %, 7 %, 3511 MiB, 12282 MiB, 1485 MHz, 35.00 W, 40
2025/09/12 12:56:37.038, 0, 15 %, 6 %, 3511 MiB, 12282 MiB, 1380 MHz, 34.72 W, 38
2025/09/12 12:56:38.046, 0, 24 %, 8 %, 3511 MiB, 12282 MiB, 1380 MHz, 32.39 W, 39
2025/09/12 12:56:39.050, 0, 32 %, 7 %, 3511 MiB, 12282 MiB, 765 MHz, 30.07 W, 38
2025/09/12 12:56:40.054, 0, 14 %, 5 %, 3515 MiB, 12282 MiB, 1320 MHz, 37.88 W, 38
2025/09/12 12:56:41.058, 0, 25 %, 10 %, 3511 MiB, 12282 MiB, 930 MHz, 31.01 W, 38
2025/09/12 12:56:42.062, 0, 63 %, 20 %, 3511 MiB, 12282 MiB, 1290 MHz, 36.17 W, 39
2025/09/12 12:56:43.065, 0, 30 %, 10 %, 3511 MiB, 12282 MiB, 1290 MHz, 34.18 W, 38
2025/09/12 12:56:44.069, 0, 14 %, 5 %, 3515 MiB, 12282 MiB, 1155 MHz, 37.70 W, 38
2025/09/12 12:56:45.073, 0, 17 %, 5 %, 3515 MiB, 12282 MiB, 1155 MHz, 28.95 W, 38
2025/09/12 12:56:46.076, 0, 26 %, 23 %, 3515 MiB, 12282 MiB, 720 MHz, 25.24 W, 37
2025/09/12 12:56:47.080, 0, 41 %, 36 %, 3515 MiB, 12282 MiB, 1050 MHz, 22.64 W, 37
2025/09/12 12:56:48.085, 0, 19 %, 6 %, 3511 MiB, 12282 MiB, 2610 MHz, 39.29 W, 38
2025/09/12 12:56:49.089, 0, 13 %, 4 %, 3515 MiB, 12282 MiB, 1230 MHz, 40.76 W, 38
2025/09/12 12:56:50.102, 0, 19 %, 8 %, 3511 MiB, 12282 MiB, 1230 MHz, 39.11 W, 38
2025/09/12 12:56:51.110, 0, 10 %, 3 %, 3511 MiB, 12282 MiB, 1230 MHz, 31.09 W, 37
2025/09/12 12:56:52.113, 0, 17 %, 5 %, 3515 MiB, 12282 MiB, 1095 MHz, 34.05 W, 39
2025/09/12 12:56:53.117, 0, 12 %, 4 %, 3515 MiB, 12282 MiB, 1095 MHz, 28.93 W, 38
2025/09/12 12:56:54.120, 0, 11 %, 4 %, 3511 MiB, 12282 MiB, 1320 MHz, 33.10 W, 37
2025/09/12 12:56:55.124, 0, 20 %, 21 %, 3515 MiB, 12282 MiB, 1320 MHz, 27.36 W, 38
2025/09/12 12:56:56.127, 0, 6 %, 2 %, 3515 MiB, 12282 MiB, 2610 MHz, 39.41 W, 42
2025/09/12 12:56:57.131, 0, 6 %, 2 %, 3515 MiB, 12282 MiB, 2610 MHz, 44.92 W, 49
2025/09/12 12:56:58.134, 0, 11 %, 4 %, 3515 MiB, 12282 MiB, 1290 MHz, 32.21 W, 38
2025/09/12 12:56:59.137, 0, 30 %, 9 %, 3511 MiB, 12282 MiB, 975 MHz, 30.80 W, 38
2025/09/12 12:57:00.141, 0, 10 %, 3 %, 3515 MiB, 12282 MiB, 1215 MHz, 34.36 W, 42
2025/09/12 12:57:01.144, 0, 16 %, 5 %, 3511 MiB, 12282 MiB, 1215 MHz, 34.72 W, 37
2025/09/12 12:57:02.148, 0, 10 %, 3 %, 3511 MiB, 12282 MiB, 930 MHz, 33.65 W, 39
2025/09/12 12:57:04.054, 0, 17 %, 6 %, 3511 MiB, 12282 MiB, 1200 MHz, 32.10 W, 38
2025/09/12 12:57:05.058, 0, 28 %, 10 %, 3511 MiB, 12282 MiB, 1215 MHz, 39.97 W, 38
2025/09/12 12:57:06.060, 0, 9 %, 3 %, 3515 MiB, 12282 MiB, 810 MHz, 30.05 W, 37
2025/09/12 12:57:07.064, 0, 18 %, 4 %, 3515 MiB, 12282 MiB, 615 MHz, 26.42 W, 37
2025/09/12 12:57:08.066, 0, 41 %, 32 %, 3511 MiB, 12282 MiB, 675 MHz, 24.92 W, 38
2025/09/12 12:57:09.070, 0, 56 %, 44 %, 3511 MiB, 12282 MiB, 855 MHz, 23.08 W, 37
2025/09/12 12:57:10.074, 0, 8 %, 2 %, 3511 MiB, 12282 MiB, 2610 MHz, 44.54 W, 39
2025/09/12 12:57:11.077, 0, 9 %, 2 %, 3511 MiB, 12282 MiB, 1455 MHz, 47.22 W, 40
2025/09/12 12:57:12.080, 0, 29 %, 8 %, 3511 MiB, 12282 MiB, 1125 MHz, 32.63 W, 37
2025/09/12 12:57:13.083, 0, 31 %, 8 %, 3511 MiB, 12282 MiB, 915 MHz, 31.61 W, 37
2025/09/12 12:57:14.085, 0, 36 %, 10 %, 3511 MiB, 12282 MiB, 1080 MHz, 38.71 W, 38
2025/09/12 12:57:15.089, 0, 30 %, 11 %, 3511 MiB, 12282 MiB, 1380 MHz, 36.51 W, 40
2025/09/12 12:57:16.091, 0, 11 %, 4 %, 3515 MiB, 12282 MiB, 1380 MHz, 28.18 W, 37
2025/09/12 12:57:17.094, 0, 25 %, 23 %, 3511 MiB, 12282 MiB, 615 MHz, 25.76 W, 37
2025/09/12 12:57:18.100, 0, 30 %, 29 %, 3511 MiB, 12282 MiB, 975 MHz, 24.06 W, 38
2025/09/12 12:57:19.104, 0, 22 %, 23 %, 3511 MiB, 12282 MiB, 1005 MHz, 20.90 W, 38
2025/09/12 12:57:20.109, 0, 28 %, 29 %, 3515 MiB, 12282 MiB, 1005 MHz, 21.69 W, 37
2025/09/12 12:57:21.123, 0, 6 %, 2 %, 3515 MiB, 12282 MiB, 2865 MHz, 47.73 W, 39
2025/09/12 12:57:22.128, 0, 4 %, 2 %, 3515 MiB, 12282 MiB, 2865 MHz, 49.67 W, 40
2025/09/12 12:57:23.132, 0, 26 %, 7 %, 3511 MiB, 12282 MiB, 795 MHz, 31.37 W, 37
2025/09/12 12:57:24.137, 0, 22 %, 6 %, 3511 MiB, 12282 MiB, 810 MHz, 32.09 W, 37
2025/09/12 12:57:25.140, 0, 26 %, 6 %, 3511 MiB, 12282 MiB, 810 MHz, 30.14 W, 38
2025/09/12 12:57:26.144, 0, 9 %, 3 %, 3515 MiB, 12282 MiB, 1290 MHz, 39.29 W, 38
2025/09/12 12:57:27.148, 0, 24 %, 8 %, 3511 MiB, 12282 MiB, 1350 MHz, 38.11 W, 38
2025/09/12 12:57:28.151, 0, 11 %, 4 %, 3515 MiB, 12282 MiB, 1350 MHz, 29.15 W, 37
2025/09/12 12:57:29.155, 0, 52 %, 12 %, 3511 MiB, 12282 MiB, 1110 MHz, 36.04 W, 39
2025/09/12 12:57:30.161, 0, 16 %, 5 %, 3511 MiB, 12282 MiB, 1110 MHz, 33.43 W, 39
2025/09/12 12:57:31.166, 0, 24 %, 9 %, 3511 MiB, 12282 MiB, 990 MHz, 40.71 W, 38
2025/09/12 12:57:32.209, 0, 16 %, 5 %, 3511 MiB, 12282 MiB, 1170 MHz, 32.10 W, 38
2025/09/12 12:57:33.214, 0, 22 %, 7 %, 3511 MiB, 12282 MiB, 930 MHz, 32.51 W, 38
2025/09/12 12:57:34.217, 0, 16 %, 4 %, 3511 MiB, 12282 MiB, 690 MHz, 27.57 W, 37
2025/09/12 12:57:35.230, 0, 61 %, 54 %, 3511 MiB, 12282 MiB, 1170 MHz, 24.33 W, 37
2025/09/12 12:57:37.083, 0, 9 %, 3 %, 3511 MiB, 12282 MiB, 2880 MHz, 56.32 W, 42
2025/09/12 12:57:38.086, 0, 10 %, 4 %, 3511 MiB, 12282 MiB, 1245 MHz, 53.44 W, 40
2025/09/12 12:57:39.089, 0, 20 %, 7 %, 3515 MiB, 12282 MiB, 1275 MHz, 38.37 W, 42
2025/09/12 12:57:40.092, 0, 11 %, 4 %, 3511 MiB, 12282 MiB, 1275 MHz, 30.49 W, 37
2025/09/12 12:57:41.095, 0, 14 %, 4 %, 3511 MiB, 12282 MiB, 900 MHz, 31.68 W, 37
2025/09/12 12:57:42.098, 0, 70 %, 58 %, 3511 MiB, 12282 MiB, 1770 MHz, 26.98 W, 37
2025/09/12 12:57:43.103, 0, 32 %, 30 %, 3511 MiB, 12282 MiB, 1620 MHz, 23.91 W, 37
2025/09/12 12:57:44.106, 0, 100 %, 95 %, 3511 MiB, 12282 MiB, 2880 MHz, 30.28 W, 37
2025/09/12 12:57:45.109, 0, 18 %, 5 %, 3511 MiB, 12282 MiB, 2880 MHz, 69.44 W, 42
2025/09/12 12:57:46.112, 0, 9 %, 4 %, 3515 MiB, 12282 MiB, 1335 MHz, 53.08 W, 41
2025/09/12 12:57:47.115, 0, 23 %, 10 %, 3511 MiB, 12282 MiB, 1605 MHz, 40.31 W, 38
2025/09/12 12:57:48.117, 0, 9 %, 4 %, 3511 MiB, 12282 MiB, 1605 MHz, 36.51 W, 41
2025/09/12 12:57:49.120, 0, 62 %, 25 %, 3511 MiB, 12282 MiB, 1620 MHz, 37.07 W, 37
2025/09/12 12:57:50.160, 0, 22 %, 9 %, 3511 MiB, 12282 MiB, 1620 MHz, 34.41 W, 38
2025/09/12 12:57:51.164, 0, 38 %, 10 %, 3511 MiB, 12282 MiB, 915 MHz, 32.63 W, 37
2025/09/12 12:57:52.167, 0, 12 %, 4 %, 3515 MiB, 12282 MiB, 1170 MHz, 37.08 W, 38
2025/09/12 12:57:53.171, 0, 33 %, 10 %, 3515 MiB, 12282 MiB, 1290 MHz, 35.81 W, 39
2025/09/12 12:57:54.174, 0, 6 %, 3 %, 3515 MiB, 12282 MiB, 1380 MHz, 37.57 W, 37
2025/09/12 12:57:55.178, 0, 13 %, 5 %, 3515 MiB, 12282 MiB, 1395 MHz, 36.75 W, 38
2025/09/12 12:57:56.186, 0, 12 %, 4 %, 3515 MiB, 12282 MiB, 1395 MHz, 33.15 W, 37
2025/09/12 12:57:57.189, 0, 50 %, 12 %, 3511 MiB, 12282 MiB, 930 MHz, 31.09 W, 38
2025/09/12 12:57:58.193, 0, 11 %, 4 %, 3515 MiB, 12282 MiB, 1320 MHz, 35.51 W, 38
2025/09/12 12:57:59.197, 0, 38 %, 18 %, 3515 MiB, 12282 MiB, 1275 MHz, 39.53 W, 39
2025/09/12 12:58:00.201, 0, 13 %, 4 %, 3511 MiB, 12282 MiB, 870 MHz, 28.33 W, 37
2025/09/12 12:58:01.206, 0, 12 %, 4 %, 3515 MiB, 12282 MiB, 1320 MHz, 34.86 W, 40
2025/09/12 12:58:02.209, 0, 24 %, 9 %, 3511 MiB, 12282 MiB, 1320 MHz, 37.31 W, 39
2025/09/12 12:58:03.244, 0, 46 %, 22 %, 3515 MiB, 12282 MiB, 1530 MHz, 45.43 W, 39
2025/09/12 12:58:04.247, 0, 13 %, 5 %, 3515 MiB, 12282 MiB, 1530 MHz, 37.03 W, 38
2025/09/12 12:58:05.250, 0, 32 %, 14 %, 3511 MiB, 12282 MiB, 1635 MHz, 36.36 W, 37
2025/09/12 12:58:06.254, 0, 28 %, 13 %, 3511 MiB, 12282 MiB, 1410 MHz, 42.85 W, 38
2025/09/12 12:58:07.258, 0, 14 %, 4 %, 3515 MiB, 12282 MiB, 1035 MHz, 30.12 W, 38
2025/09/12 12:58:08.261, 0, 15 %, 5 %, 3511 MiB, 12282 MiB, 1290 MHz, 35.49 W, 39
2025/09/12 12:58:10.123, 0, 9 %, 4 %, 3511 MiB, 12282 MiB, 1560 MHz, 38.38 W, 38
2025/09/12 12:58:11.126, 0, 19 %, 7 %, 3515 MiB, 12282 MiB, 1560 MHz, 32.42 W, 37
2025/09/12 12:58:12.129, 0, 15 %, 5 %, 3515 MiB, 12282 MiB, 1410 MHz, 37.42 W, 38
2025/09/12 12:58:13.133, 0, 31 %, 11 %, 3519 MiB, 12282 MiB, 1665 MHz, 47.02 W, 44
2025/09/12 12:58:14.136, 0, 9 %, 4 %, 3523 MiB, 12282 MiB, 1665 MHz, 30.32 W, 39
2025/09/12 12:58:15.139, 0, 8 %, 4 %, 3519 MiB, 12282 MiB, 1965 MHz, 42.65 W, 42
2025/09/12 12:58:16.142, 0, 6 %, 3 %, 3519 MiB, 12282 MiB, 1965 MHz, 31.25 W, 38
2025/09/12 12:58:17.145, 0, 54 %, 22 %, 3514 MiB, 12282 MiB, 1575 MHz, 36.96 W, 38
2025/09/12 12:58:18.148, 0, 10 %, 5 %, 3515 MiB, 12282 MiB, 1575 MHz, 29.02 W, 38
2025/09/12 12:58:19.151, 0, 48 %, 13 %, 3511 MiB, 12282 MiB, 1170 MHz, 34.08 W, 40
2025/09/12 12:58:20.154, 0, 52 %, 21 %, 3511 MiB, 12282 MiB, 1560 MHz, 38.12 W, 38
2025/09/12 12:58:21.158, 0, 11 %, 5 %, 3515 MiB, 12282 MiB, 1560 MHz, 36.35 W, 38
2025/09/12 12:58:22.161, 0, 27 %, 10 %, 3511 MiB, 12282 MiB, 1260 MHz, 33.79 W, 39
2025/09/12 12:58:23.164, 0, 13 %, 4 %, 3515 MiB, 12282 MiB, 1020 MHz, 34.72 W, 39
2025/09/12 12:58:24.167, 0, 8 %, 3 %, 3515 MiB, 12282 MiB, 780 MHz, 28.37 W, 37
2025/09/12 12:58:25.170, 0, 29 %, 25 %, 3511 MiB, 12282 MiB, 645 MHz, 24.96 W, 38
2025/09/12 12:58:26.174, 0, 15 %, 20 %, 3515 MiB, 12282 MiB, 1260 MHz, 23.58 W, 37
2025/09/12 12:58:27.179, 0, 19 %, 20 %, 3511 MiB, 12282 MiB, 1260 MHz, 19.51 W, 37
2025/09/12 12:58:28.187, 0, 24 %, 15 %, 3511 MiB, 12282 MiB, 2880 MHz, 32.29 W, 40
2025/09/12 12:58:29.191, 0, 22 %, 7 %, 3511 MiB, 12282 MiB, 2865 MHz, 60.31 W, 41
2025/09/12 12:58:30.221, 0, 11 %, 5 %, 3511 MiB, 12282 MiB, 1635 MHz, 59.06 W, 38
2025/09/12 12:58:31.224, 0, 13 %, 4 %, 3511 MiB, 12282 MiB, 1170 MHz, 29.64 W, 37
2025/09/12 12:58:32.228, 0, 21 %, 6 %, 3511 MiB, 12282 MiB, 885 MHz, 29.82 W, 37
2025/09/12 12:58:33.232, 0, 11 %, 4 %, 3515 MiB, 12282 MiB, 1350 MHz, 37.66 W, 38
2025/09/12 12:58:34.236, 0, 23 %, 8 %, 3515 MiB, 12282 MiB, 1350 MHz, 30.65 W, 37
2025/09/12 12:58:35.239, 0, 10 %, 4 %, 3515 MiB, 12282 MiB, 1440 MHz, 38.65 W, 39
2025/09/12 12:58:36.244, 0, 14 %, 6 %, 3511 MiB, 12282 MiB, 930 MHz, 31.89 W, 40
2025/09/12 12:58:37.247, 0, 22 %, 11 %, 3515 MiB, 12282 MiB, 1275 MHz, 36.31 W, 39
2025/09/12 12:58:38.253, 0, 12 %, 4 %, 3511 MiB, 12282 MiB, 1275 MHz, 29.48 W, 38
2025/09/12 12:58:39.256, 0, 33 %, 12 %, 3511 MiB, 12282 MiB, 1395 MHz, 37.88 W, 42
2025/09/12 12:58:40.260, 0, 11 %, 4 %, 3515 MiB, 12282 MiB, 1410 MHz, 40.73 W, 39
2025/09/12 12:58:41.264, 0, 10 %, 4 %, 3515 MiB, 12282 MiB, 1410 MHz, 39.41 W, 39
2025/09/12 12:58:43.125, 0, 53 %, 21 %, 3511 MiB, 12282 MiB, 1515 MHz, 40.84 W, 39
2025/09/12 12:58:44.128, 0, 17 %, 8 %, 3515 MiB, 12282 MiB, 1515 MHz, 41.01 W, 41
2025/09/12 12:58:45.131, 0, 9 %, 4 %, 3511 MiB, 12282 MiB, 1140 MHz, 35.41 W, 39
2025/09/12 12:58:46.134, 0, 10 %, 4 %, 3515 MiB, 12282 MiB, 1410 MHz, 31.45 W, 38
2025/09/12 12:58:47.137, 0, 50 %, 12 %, 3511 MiB, 12282 MiB, 1035 MHz, 32.58 W, 38
2025/09/12 12:58:48.140, 0, 12 %, 5 %, 3515 MiB, 12282 MiB, 1485 MHz, 38.07 W, 37
2025/09/12 12:58:49.143, 0, 9 %, 4 %, 3515 MiB, 12282 MiB, 750 MHz, 30.28 W, 38
2025/09/12 12:58:50.146, 0, 22 %, 4 %, 3515 MiB, 12282 MiB, 600 MHz, 27.86 W, 38
2025/09/12 12:58:51.150, 0, 74 %, 51 %, 3511 MiB, 12282 MiB, 1020 MHz, 27.27 W, 38
2025/09/12 12:58:52.154, 0, 20 %, 7 %, 3515 MiB, 12282 MiB, 2880 MHz, 68.30 W, 42
2025/09/12 12:58:53.157, 0, 14 %, 4 %, 3511 MiB, 12282 MiB, 1710 MHz, 65.50 W, 42
2025/09/12 12:58:54.160, 0, 10 %, 4 %, 3515 MiB, 12282 MiB, 1215 MHz, 31.62 W, 38
2025/09/12 12:58:55.163, 0, 33 %, 8 %, 3515 MiB, 12282 MiB, 945 MHz, 32.23 W, 37
2025/09/12 12:58:56.166, 0, 12 %, 5 %, 3515 MiB, 12282 MiB, 1515 MHz, 36.01 W, 38
2025/09/12 12:58:57.169, 0, 36 %, 17 %, 3511 MiB, 12282 MiB, 1455 MHz, 40.38 W, 38
2025/09/12 12:58:58.172, 0, 15 %, 5 %, 3511 MiB, 12282 MiB, 1095 MHz, 30.76 W, 39
2025/09/12 12:58:59.175, 0, 17 %, 5 %, 3515 MiB, 12282 MiB, 1020 MHz, 31.73 W, 37
2025/09/12 12:59:00.180, 0, 9 %, 3 %, 3515 MiB, 12282 MiB, 1350 MHz, 38.76 W, 38
2025/09/12 12:59:01.183, 0, 35 %, 13 %, 3511 MiB, 12282 MiB, 1620 MHz, 41.38 W, 40
2025/09/12 12:59:02.192, 0, 33 %, 14 %, 3511 MiB, 12282 MiB, 1620 MHz, 39.80 W, 39
2025/09/12 12:59:03.246, 0, 55 %, 23 %, 3511 MiB, 12282 MiB, 1335 MHz, 44.94 W, 40
2025/09/12 12:59:04.264, 0, 10 %, 5 %, 3515 MiB, 12282 MiB, 1815 MHz, 45.37 W, 39
2025/09/12 12:59:05.268, 0, 14 %, 6 %, 3515 MiB, 12282 MiB, 1425 MHz, 42.17 W, 38
2025/09/12 12:59:06.273, 0, 49 %, 22 %, 3487 MiB, 12282 MiB, 1515 MHz, 41.05 W, 41
2025/09/12 12:59:07.277, 0, 11 %, 4 %, 3492 MiB, 12282 MiB, 1515 MHz, 33.59 W, 39
